tree_number,models.80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,cga.80,cga.50,cga.20,cga.s20,gamma.80,gamma.50,gamma.20,gamma.s20,decline.length.80,decline.length.50,decline.length.20
931,bcstdcst,-14.04706371,32.84412741,2.955773157,NA,3.095371213,NA,bcstdcst,-13.25356642,31.13871178,3.593739297,NA,-3.646129168,NA,bvardvar,-26.25334502,61.20844443,2.90726095,-0.146853557,4.207259131,2.910198673,bcstdcst,2.123875123,0.007568902,5.150564268,NA,4.221172593,NA,3.860703033,4.122609692,0.769883177,3.580093148,11.18009315,11.79378517,7.580093148,5.580093148,2.3,19,22,62,50,4.121856266,4.110567031,4.066448734,3.42090661,5.362035188,7.266013223,5.266013223,1.985920075,0.501831111,0.59159537,0.405976004,0.273436175,7.600000004,4.000000002,2.000000002
932,bvardcst,-446.8848132,899.8485738,1.877117032,-0.03462888,2.335617854,NA,bvardcst,-928.9421802,1863.919143,2.017318754,-0.040460563,2.394091375,NA,bcstdcst,-1208.407832,2420.828594,1.637019458,NA,1.455306117,NA,bvardvar,-912.3454142,1832.735224,1.500699945,-0.123345173,1.72668232,3.554017626,1.753054943,2.524554566,0.119817459,9.894081755,16.69408176,218.8374766,14.19408176,12.29408176,7.7,308,694,931,906,2.182976087,2.063682216,1.945860312,1.521078335,15.74239621,13.24239621,11.34239621,6.748314451,0.449293785,0.397506134,0.34273129,0.203287287,6.800000018,4.300000018,2.400000018
933,bcstdcst,-3.924078548,12.23525387,6.912902114,NA,6.995022413,NA,bvardcst,-22.96296863,52.21862018,6.527318512,-0.092756007,7.962543085,NA,bvardcst,-46.50689905,99.16103736,6.057960267,-0.141438182,7.463634246,NA,bvardcst,21.79412026,-37.43729713,5.645497369,-0.258171697,5.44665192,NA,5.431522994,5.992488388,0.778410958,3.042869307,7.242869307,38.91282722,5.442869307,4.342869307,2.1,34,86,167,163,5.971153723,5.905873396,5.788568957,4.823844814,6.780334389,5.203255757,4.103255757,1.86038645,0.632279311,0.499973352,0.400989798,0.201390234,4.200000001,2.400000001,1.300000001
934,bvardcst,-108.7517799,223.7217415,2.989478922,-0.021639136,-3.334645799,NA,bvardcst,-181.3660086,368.8858633,2.505122155,-0.057257756,3.109127599,NA,bcstdvar,-263.670974,533.4432139,1.731043736,NA,1.489795775,14.10384004,bvardcst,-118.5216153,243.1411898,3.022521566,-0.146031214,2.909001423,NA,2.566864138,2.838848548,0.423120672,5.543120958,13.84312096,19.09498464,10.24312096,7.943120958,3.8,114,160,241,249,2.830732501,2.801619937,2.740328986,2.270181418,13.73239834,10.13239834,7.832398338,3.68927738,0.515344713,0.414023009,0.324956442,0.194149196,8.300000014,4.700000014,2.400000012
935,bvardcst,-63.10143054,132.6166542,3.062140807,-0.161639442,4.730767583,NA,bvardcst,-70.53567127,147.1840186,5.998533797,-0.109397779,7.378142003,NA,bvardcst,-119.26189,244.59878,4.838541197,-0.150133617,5.895076449,NA,bvardcst,-20.66051835,47.37900772,4.305370862,-0.23008832,3.87204223,NA,4.354869757,6.317591793,0.314135998,3.721336596,6.421336596,141.1213881,5.421336596,4.721336596,2.9,62,217,324,418,5.477156142,5.166971585,4.883980979,3.77713553,5.681849391,5.043774482,4.343774482,2.522437886,0.315823547,0.438714471,0.350930336,0.161645715,2.699999997,1.699999997,0.999999997
936,bvardcst,-361.7207882,729.5353263,2.17406129,-0.062240337,2.976809855,NA,bvardcst,-855.2217687,1716.477151,-2.298226104,-0.065434571,2.867796568,NA,bvardcst,-1201.06563,2408.152312,2.362795979,-0.072577284,2.76402998,NA,bvardvar,-957.7272467,1923.486725,1.832544364,-0.136976611,1.745108551,6.639488758,2.263501779,3.464375995,0.141281363,7.499097534,12.49909753,222.8108472,10.69909753,9.299097534,5.9,260,718,1144,1246,2.87184791,2.700271368,2.533153128,1.95910569,12.38163227,10.58163227,9.181632274,5.782534739,0.396481927,0.36916705,0.323467317,0.160452646,4.999999977,3.199999977,1.799999981
937,bcstdcst,-117.8030828,239.6335004,5.201899835,NA,5.109628939,NA,bvardvar,-103.3212305,214.7138896,4.746351781,-0.029238713,5.423207617,9.438895143,bvardcst,-273.186551,552.3940994,5.924873164,-0.04482943,6.631609074,NA,bvardcst,-65.36567833,136.7494972,4.749096681,-0.147374084,4.418475465,NA,5.222938596,5.369394482,0.737179591,4.885846272,17.38584627,116.7494158,11.08584627,7.685846272,3.2,442,565,1147,1327,5.369379901,5.367878277,5.350804526,4.86189498,17.3227863,11.02278631,7.622786309,3.136940037,0.537743641,0.569615055,0.495855961,0.216908524,12.5,6.199999996,2.799999998
938,bcstdcst,-1.219531578,-5.560936844,1.867254084,NA,4.113606953,NA,bcstdcst,-5.455783991,16.11156798,4.307099252,NA,4.461240378,NA,bcstdcst,-4.477387504,18.95477501,2.254778156,NA,2.586362932,NA,bcstdcst,4.013453126,-3.226906253,6.369342506,NA,-5.616908912,NA,4.673210759,6.101102927,0.638795448,2.273451099,4.773451099,11.70457478,3.773451099,3.173451099,1.6,2,13,5,18,5.811947021,5.553384434,5.297553478,3.905631392,0.26764715,2.765205531,2.16520553,0.764615557,NA,0.475963735,0.676665851,0.189185038,2.499999999,1.499999999,0.899999999
939,bvardcst,-50.46916097,106.9926206,7.511250885,-0.106953979,9.130206142,NA,bvardcst,36.31898794,-66.60909501,7.997764912,-0.138009205,9.551716011,NA,bvardvar,133.1655811,-258.298956,6.58326715,-0.233018916,8.305790647,26.75581698,bvardcst,580.8233017,-1155.629174,7.772593534,-0.403081106,-7.893993034,NA,6.974567364,8.447466607,0.724147711,2.411985603,4.711985603,87.30132541,3.811985603,3.211985603,1.8,446,835,1247,1381,8.168958191,7.913047051,7.622230246,6.153228734,4.619346002,3.719346003,3.119346003,1.7073604,0.469063337,0.426587994,0.374888437,0.196542235,2.299999999,1.399999999,0.799999999
940,bcstdcst,-29.24272183,62.8283008,2.805186249,NA,2.699832682,NA,bvardcst,-31.78790146,69.88349522,5.349001873,-0.082181146,6.473341773,NA,bvardcst,-72.42299658,151.0565195,3.980126236,-0.136770314,4.991054505,NA,bcstdcst,-46.83520586,97.75800295,2.773634286,NA,1.563705786,NA,3.454304493,4.691079624,0.344592481,3.868788597,7.268788597,37.71501227,5.968788597,5.068788597,2.9,38,82,118,140,4.307844717,4.091266372,3.873170207,2.964150846,6.543021693,5.573119241,4.67311924,2.504330644,0.457080234,0.486626124,0.350736051,0.139256407,3.399999998,2.099999998,1.199999998
941,bvardcst,-148.9402221,304.0947299,2.662368781,-0.034282325,3.537098124,NA,bvardvar,-739.6259951,1487.326617,1.687698658,-0.039058981,2.061908404,13.96503572,bvardcst,-933.7746811,1873.584094,1.820578102,-0.044105551,2.114559874,NA,bvardcst,-690.3674322,1386.771173,1.805370937,-0.073749969,1.769535968,NA,1.803926816,2.272708847,0.143794308,10.9781106,19.3781106,326.8202829,16.1781106,13.8781106,8.5,116,541,695,665,2.132621558,2.050768752,1.963772761,1.603245708,18.35079703,15.15079703,12.88499359,7.506882985,0.50415926,0.416753063,0.35944575,0.211098482,8.400000006,5.200000006,2.900000006
942,bvardvar,15.66894423,-22.99600812,6.243082895,-0.052297143,7.605618893,8.477874582,bvardcst,41.31524573,-76.57375387,8.246168884,-0.045573568,8.940527188,NA,bvardcst,151.24507,-296.4536103,9.366825176,-0.08026621,10.35159638,NA,bvardcst,287.87845,-569.7162908,8.796040296,-0.139621231,8.245771629,NA,8.563411212,8.994906694,0.942145923,3.223658521,8.123658521,440.9052847,5.823658521,4.523658521,2.3,122,427,661,595,8.990640415,8.957655737,8.868124914,7.964737689,8.109098569,5.809098568,4.509098569,2.285440048,0.635613468,0.502121823,0.467920807,0.274259113,4.899999999,2.599999999,1.299999999
943,bcstdcst,-10.36989452,26.45407474,2.107857694,NA,2.242594677,NA,bvardcst,-12.28161276,32.06322552,4.423688769,-0.082802613,5.631331462,NA,bvardcst,-25.42073111,57.98431937,2.594396354,-0.138980203,3.400377216,NA,bcstdcst,-21.68076343,47.74862363,2.076563884,NA,1.257168063,NA,2.372725245,3.97645598,0.216647063,4.191417722,7.791417722,13.74516545,6.491417722,5.491417722,3.1,10,20,25,34,3.241244285,3.002077647,2.766369965,1.944934378,6.064638947,5.47693121,4.476931209,2.205098882,0.644588347,0.571214108,0.332556428,0.142208775,3.599999992,2.299999992,1.299999992
944,bvardvar,-34.93920452,79.61753946,1.200748957,-0.247210663,3.197916884,1.336310197,bvardcst,-99.33077998,204.9089826,2.969619375,-0.155746899,4.232484675,NA,bvardcst,-177.534993,361.1795751,2.769558976,-0.160996026,3.410427588,NA,bvardcst,-82.05041202,170.2214271,2.731236924,-0.342429631,2.74314701,NA,2.706971642,4.339271283,0.266854109,3.66386183,6.86386183,12.85914311,5.76386183,4.86386183,2.6,28,101,223,203,3.644340691,3.407253875,3.15424505,2.171096405,6.684561369,5.676446873,4.776446874,2.512585044,0.33372342,0.305224905,0.251520881,0.09662075,3.200000002,2.100000002,1.200000002
945,bvardcst,-10.6109562,28.93619812,5.018840619,-0.116103832,6.333776942,NA,bvardcst,34.01003007,-61.77516218,10.70234529,-0.078497932,11.64272354,NA,bvardcst,55.90793845,-105.6107487,13.62509688,-0.131252634,15.39074598,NA,bcstdcst,30.91045509,-57.63909199,8.301377159,NA,7.033155897,NA,7.994034387,9.538649665,0.731815852,2.487752976,4.787752976,237.8168562,3.887752976,3.287752976,1.9,18,102,121,69,9.251686551,8.984193387,8.678524891,7.163876764,3.954787628,3.054787628,2.454787629,1.692238458,0.486546137,0.484985325,0.48385901,0.290549668,2.300000002,1.400000002,0.800000002
946,bvardvar,-468.6323228,945.3517916,2.076918659,-0.077997298,3.132801636,3.303127454,bvardcst,-1280.936477,2567.891956,2.849830608,-0.068079497,3.552389792,NA,bvardcst,-1760.889794,3527.790408,3.14680084,-0.072990572,3.662705985,NA,bvardcst,-1118.23918,2242.489065,2.930920552,-0.125848927,2.75432008,NA,2.943818446,3.597749954,0.278616767,6.119736852,11.41973685,141.8126898,9.319736852,7.919736852,4.6,464,1267,2222,2246,3.448393799,3.329631476,3.201718975,2.599077563,11.41342516,9.313425164,7.913425165,4.593688312,0.475387103,0.396204137,0.365148718,0.191440928,5.299999993,3.199999995,1.799999995
947,bcstdcst,-8.165232062,22.33046412,2.932627452,NA,3.092175787,NA,bcstdcst,-20.34429336,45.2600153,2.123056298,NA,1.816646734,NA,bcstdcst,-9.355123134,22.95024627,4.742098782,NA,4.316443951,NA,bcstdcst,-2.061987344,8.423974688,3.628137538,NA,2.079087823,NA,4.928950195,6.460388091,0.535622702,2.687493062,5.187493062,32.36616472,4.287493062,3.587493062,1.9,9,24,53,43,6.059009291,5.810392193,5.514710268,4.125401244,4.891057128,3.991057128,3.291057128,1.603564066,0.688584176,0.31904455,0.370713735,0.134087819,2.499999998,1.599999998,0.899999998
948,bcstdcst,-3.097097857,10.48687864,5.718928411,NA,5.668174962,NA,bcstdcst,-20.62594089,45.42579483,4.065225785,NA,3.645840722,NA,bcstdcst,-0.316430053,4.80187419,5.78227627,NA,5.376893067,NA,bcstdcst,-0.976236709,6.166759133,4.011061923,NA,-2.597352615,NA,5.135169102,6.073556677,0.614062161,3.041282656,6.241282656,49.36695143,4.941282656,4.141282656,2.2,44,72,74,59,5.942035992,5.781354792,5.59599435,4.5005205,5.857628478,4.557628477,3.757628477,1.816345821,0.516469955,0.342249774,0.392997595,0.169598939,3.200000001,1.900000001,1.100000001
949,bvardcst,-16.92101868,40.93294644,4.029019007,-0.126432026,5.6565754,NA,bvardcst,0.201704105,5.96582256,8.58936297,-0.092263568,10.28877582,NA,bvardcst,-23.99462133,54.2715956,6.024019004,-0.180338051,7.764298217,NA,bcstdcst,14.42074114,-24.76553291,3.992286284,NA,1.929056665,NA,5.0027228,6.196278678,0.589576257,2.793551971,5.593551971,34.52166522,4.593551971,3.793551971,2,26,69,89,161,5.967242782,5.783275619,5.534377673,4.290679697,5.340625964,4.340625964,3.540625964,1.747073993,0.495177765,0.530686108,0.391987262,0.110453655,2.800000001,1.800000001,1.000000001
950,bvardcst,-23.75150795,53.67819838,6.540672179,-0.007693728,6.883475647,NA,bcstdcst,50.45629611,-96.87205168,8.034078835,NA,7.904033856,NA,bvardcst,55.73147427,-105.4064779,7.706606613,-0.022094291,7.842188827,NA,bvardcst,124.2256165,-242.3810575,7.739745511,-0.119705786,7.208026598,NA,7.81659937,7.953620579,0.955061596,4.252340187,17.15234019,400.3320096,10.45234019,6.952340187,2.8,141,299,429,346,7.953619968,7.953253158,7.943224077,7.405108087,16.31196962,9.62917983,6.209084861,2.056744675,0.664461315,0.55316258,0.469116851,0.271088495,12.90000001,6.20000001,2.700000007
951,bcstdcst,-13.6039778,31.9579556,3.144072909,NA,3.096271176,NA,bvardcst,-13.2767806,33.18514015,5.725772711,-0.121332136,6.727284453,NA,bcstdcst,-1.951197743,8.092871676,5.711453354,NA,5.197783648,NA,bcstdcst,8.064267943,-11.71474278,5.329509207,NA,3.668703739,NA,6.154175767,7.381661341,0.7628199,2.351840715,4.851840715,35.56553345,3.851840715,3.251840715,1.7,19,42,66,32,7.199357754,6.990745124,6.763848727,5.363463617,4.330900946,3.330900945,2.730900945,1.17906023,0.480753208,0.407091206,0.359127883,0.149444527,2.5,1.5,0.9
952,bvardvar,-22.35565452,53.71130903,6.21607947,-0.030188407,7.51246662,74.11590583,bcstdcst,-140.5402187,285.1326113,4.531389235,NA,4.434949869,NA,bvardvar,-8.138001492,24.35813851,5.434821821,-0.096970896,6.795090722,9.407079651,bvardcst,64.25714023,-122.4669432,6.411534584,-0.277033776,6.970635947,NA,5.949058915,6.153631473,0.912251325,3.731290772,12.73129077,63.34121326,8.231290772,5.831290772,2.4,45,233,492,511,6.15357586,6.150258509,6.123511306,5.464525897,12.65995042,8.159950418,5.759950418,2.328659646,0.673951976,0.524178793,0.500639185,0.247239071,8.999999998,4.5,2.1
953,bcstdcst,-22.87163144,50.20480133,3.251555588,NA,3.24240215,NA,bcstdcst,-32.61555596,69.49198149,3.320009014,NA,3.172701779,NA,bcstdcst,-25.73033536,55.67119703,3.982205413,NA,3.769468146,NA,bcstdcst,-35.15041568,74.49437976,2.474549828,NA,1.615955256,NA,3.010544006,4.502976325,0.240015674,4.601080194,8.101080194,58.37428516,6.801080194,5.801080194,3.5,29,49,60,65,3.858712931,3.622794931,3.384028937,2.559100701,7.137667973,5.837667974,4.837667974,2.536587779,0.544130762,0.422435511,0.421098985,0.154381354,3.499999992,2.199999992,1.199999992
954,bvardcst,-124.5493802,255.2598342,3.878276887,-0.085673149,4.995548654,NA,bvardvar,-261.9223944,531.9442913,3.151729621,-0.138430825,4.285939216,10.573915,bvardcst,-306.4741798,618.9846134,4.176343246,-0.117558984,4.80559561,NA,bvardcst,-48.01603521,102.0719375,3.980548358,-0.111816327,3.037981822,NA,4.304518648,5.351592659,0.376066341,4.338050005,7.938050005,199.2322077,6.538050005,5.538050005,3.3,153,407,666,606,5.081188948,4.893803399,4.68480257,3.804503374,7.228378211,6.487233272,5.487233272,3.249183267,0.429280783,0.382971792,0.334203568,0.16087514,3.600000002,2.200000002,1.200000002
955,bvardcst,-25.12480105,56.99960211,4.178837461,-0.121544906,5.727974393,NA,bvardcst,-10.64636324,27.43226137,7.03197328,-0.101297056,8.283111114,NA,bvardcst,33.46504231,-60.83131919,8.727447091,-0.13979375,10.36306939,NA,bcstdcst,62.14952087,-120.2473176,5.674130251,NA,3.880710005,NA,6.696393283,7.684433719,0.686599217,2.9875192,5.9875192,179.7845849,4.7875192,3.9875192,2.2,36,176,247,235,7.558478559,7.397329572,7.187168061,5.987745219,5.406923844,4.270907637,3.470907637,1.683388437,0.458875373,0.457699155,0.444220756,0.187004885,3.000000001,1.800000001,1.000000001
956,bvardcst,-27.92025408,62.34050816,5.459831825,-0.062754214,6.869463533,NA,bvardcst,-168.9235329,343.9613515,3.639548228,-0.094507975,4.569338409,NA,bvardcst,-240.9431015,487.9555672,3.450481274,-0.110295393,4.10028573,NA,bcstdcst,-98.16650555,200.362351,3.524572527,NA,2.498763453,NA,3.950543615,5.470087843,0.257559856,4.973151706,8.373151706,479.1384919,7.173151706,6.173151706,3.9,52,214,350,412,4.837093043,4.607847516,4.354547823,3.46675696,7.607980117,6.836514826,5.836514826,3.56336312,0.563980289,0.393911904,0.331357247,0.201566209,3.400000007,2.200000007,1.200000007
957,bvardcst,-33.44845029,72.9436842,8.192216888,-0.105839839,10.30744094,NA,bvardvar,167.0548515,-326.0821928,6.974834542,-0.158218825,8.890355869,21.51347994,bvardcst,253.2905504,-500.5696723,8.152736711,-0.16239298,9.468048061,NA,bvardcst,1247.58683,-2489.163767,8.357838909,-0.284855192,7.858347189,NA,8.022483551,9.26318374,0.769824466,2.611467948,5.111467948,262.8803016,4.111467948,3.411467948,1.9,517,1459,2104,2430,9.08211622,8.872188859,8.592986811,7.117665085,5.085303144,4.085303144,3.385303144,1.873835196,0.509232043,0.46176821,0.38480728,0.213060476,2.500000002,1.500000002,0.800000002
958,bvardcst,-47.30973165,101.0558269,4.172863943,-0.064345834,5.373952887,NA,bvardvar,-132.7875626,273.7577736,3.285195044,-0.10488351,4.387369896,8.270597868,bvardcst,-212.7157777,431.5107633,3.582074216,-0.117222849,4.404782958,NA,bvardcst,-85.00054887,176.0751718,3.482443056,-0.132378401,2.971426237,NA,3.903640469,4.560466986,0.435433817,4.45018347,8.95018347,84.14227725,7.15018347,5.95018347,3.3,59,224,307,328,4.467896742,4.357762613,4.218652139,3.476645259,8.74711412,6.947114119,5.74711412,3.09693065,0.51678694,0.443520566,0.343643203,0.175623739,4.499999997,2.699999997,1.499999997
959,bcstdcst,-0.140628683,10.28125737,7.902192216,NA,10.05032681,NA,bcstdcst,-4.533240412,17.06648082,2.691156614,NA,3.249305129,NA,bcstdcst,-1.854898839,10.10979768,5.893631875,NA,6.823104056,NA,bcstdcst,-7.839422571,22.07884514,1.060124478,NA,0.376817844,NA,3.954550679,5.462161943,0.383531102,3.356489761,6.256489761,38.13680746,5.156489761,4.356489761,2.5,5,6,8,8,4.966426929,4.706249351,4.434798915,3.368285895,0.447206476,1.795163645,0.995163645,1.815747535,0.341474954,0.518350803,0.402229469,0.10654493,2.899999998,1.799999998,0.999999998
960,bvardcst,-0.04085706,7.08171412,10.29689288,-0.070162646,12.06298176,NA,bvardcst,-13.07139936,32.63259463,5.867497733,-0.1265206,6.901333891,NA,bvardcst,4.759038949,-3.175220755,7.064112415,-0.140834613,7.92676056,NA,bvardcst,9.872790151,-13.05986602,7.551644449,-0.571916669,9.295671436,NA,5.669718001,6.579437456,0.955469025,2.070782217,4.970782217,11.48101018,3.770782217,2.970782217,1.4,28,53,74,39,6.522481624,6.40017716,6.194448696,4.85259838,4.672030564,3.472030564,2.672030564,1.101248347,0.63695832,0.413351763,0.381645227,0.236178197,2.899999999,1.699999999,0.899999999
961,bvardcst,-11.96610928,29.96396458,7.935772372,-0.031042252,8.786817813,NA,bvardvar,-81.16394014,170.354476,6.097239866,-0.063152821,7.001585438,27.70062238,bvardcst,-90.42574105,186.8620641,7.047220793,-0.082820472,7.911583274,NA,bvardcst,529.5000816,-1052.990744,6.324500509,-0.192930821,5.989429495,NA,6.661966311,7.136258276,0.713004932,3.802387129,8.602387129,376.3904589,6.502387129,5.202387129,2.7,760,1509,2272,2552,7.120780589,7.067078416,6.961462869,6.095369155,8.551788066,6.451788066,5.151788066,2.649400938,0.58016983,0.496188101,0.437243422,0.224123872,4.800000002,2.700000002,1.400000002
962,bvardvar,11.79088146,-14.95676293,7.421556971,-0.070107664,8.644472904,22.51927201,bvardcst,-19.18989002,44.66213298,5.588205852,-0.112553838,6.294297936,NA,bvardcst,12.92003119,-19.62577667,7.126151129,-0.115600954,7.566420125,NA,bcstdcst,63.67700593,-123.2729308,7.062910269,NA,-5.213240157,NA,7.552094924,8.377630641,0.959007681,2.416339234,5.416339234,71.57123981,4.116339234,3.316339234,1.7,69,89,116,151,8.331151228,8.215934408,8.029378899,6.736718818,4.928323111,3.628323111,2.828323111,1.517033667,0.572053408,0.382193957,0.366379351,0.21726868,3.000000001,1.700000001,0.900000001
963,bvardcst,-50.69275533,107.6231344,5.230587994,-0.156681313,7.032956395,NA,bvardcst,-25.96837733,58.02564354,6.688975874,-0.172645055,8.318361508,NA,bvardcst,45.13992304,-84.22073277,7.833404872,-0.207996138,9.429828097,NA,bvardcst,191.8011664,-377.5542366,7.050997225,-0.412200032,6.885463278,NA,6.926599382,8.369326894,0.796625807,2.206855488,4.406855488,49.48121561,3.506855488,2.906855488,1.6,105,274,410,503,8.119263632,7.857146365,7.543279093,6.029745151,4.383079003,3.483079003,2.883079004,1.576223516,0.398348707,0.389341917,0.371543249,0.172402964,2.199999999,1.299999999,0.699999999
964,bvardcst,2.895187274,1.066768309,10.88936638,-0.112323898,13.21143999,NA,bcstdcst,1.796796443,0.722196587,7.131688835,NA,6.898293786,NA,bcstdcst,-3.332222786,11.02808194,4.653974994,NA,3.980852818,NA,bcstdcst,7.225340954,-10.07568191,5.342822509,NA,3.593056112,NA,7.163511351,8.677780861,0.980142995,1.781202022,3.881202022,20.12537003,3.081202022,2.481202022,1.2,32,41,36,35,8.484452878,8.25430245,7.91529167,6.001055303,3.582049717,2.782049717,2.182049717,1.05350788,0.584557621,0.461197257,0.308574324,0.187459365,2.100000001,1.300000001,0.700000001
965,bcstdcst,-0.574017469,6.348034938,5.67934948,NA,6.363620501,NA,bcstdcst,-3.599796535,14.19959307,3.314683563,NA,4.030882685,NA,bcstdcst,-2.912235013,-2.175529973,0.147785111,NA,-4.85E-08,NA,bcstdcst,-4.756702264,14.43648145,2.885050258,NA,1.82231642,NA,4.998254932,5.92268087,0.663171312,2.800741686,5.900741686,28.17351714,4.700741686,3.800741686,2,13,7,2,16,5.804366898,5.660470415,5.446402914,4.350526998,0.745726616,0.6672514,2.967456732,1.166715047,0.102473165,-0.033640839,NA,0.082451842,3.100000001,1.900000001,1.000000001
966,bvardcst,-305.9248068,617.8765798,6.238963705,-0.084111318,7.749063449,NA,bvardcst,-574.2283777,1154.468211,5.970297133,-0.101264198,7.113917173,NA,bvardcst,-267.2220221,540.4506577,6.616555897,-0.116440932,7.504442525,NA,bvardcst,463.1536866,-920.3000248,5.825951664,-0.250969923,5.721305494,NA,6.056236052,7.183718467,0.522749007,3.542483912,6.542483912,396.1666519,5.442483912,4.542483912,2.7,894,2099,3633,3270,6.948739631,6.76612042,6.515247165,5.432354625,6.501892949,5.401892949,4.50189295,2.659409038,0.490384101,0.427047416,0.385493393,0.206233547,3.000000003,1.900000003,1.000000003
967,bvardcst,-1.845407036,10.73429233,8.263760995,-0.167823807,11.31105618,NA,bvardcst,-12.20670299,30.81340599,6.139300708,-0.237842116,8.196946354,NA,bvardvar,56.42024201,-104.5920368,7.239839159,-0.315054831,9.477031257,14.20878082,bcstdcst,63.27823008,-122.4627102,5.431871891,NA,1.942346659,NA,7.034069925,8.490818029,0.98870506,1.782916658,3.882916658,18.31514976,3.082916658,2.482916658,1.2,27,64,166,131,8.308148023,8.087935379,7.761676129,5.898534197,3.873999612,3.073999613,2.473999612,1.191082955,0.557128846,0.383922481,0.384047919,0.079745027,2.099999999,1.299999999,0.699999999
968,bcstdcst,-4.053932269,12.29247992,6.318984849,NA,6.167259376,NA,bcstdcst,-11.88599785,27.94846629,5.250427392,NA,4.905167857,NA,bcstdcst,-11.33769583,26.79189651,4.385297911,NA,3.579130288,NA,bcstdcst,10.08905261,-15.94733599,5.559439747,NA,4.202749922,NA,6.272463017,7.136343434,0.888646439,2.376109725,5.376109725,29.8544394,4.176109725,3.376109725,1.6,68,71,106,55,7.076274366,6.961852853,6.78110546,5.414550384,4.933171822,3.733171822,3.261060688,1.484950963,0.50152744,0.397378849,0.272022675,0.238874994,2.999999999,1.799999999,0.999999999
969,bvardvar,-7.384953435,24.06022945,7.752754667,-0.08378873,10.30998288,7.800792349,bcstdcst,17.03724736,-30.01327024,6.943949997,NA,6.590534551,NA,bvardcst,33.89980049,-61.65758915,8.979553769,-0.10128336,10.17103053,NA,bvardcst,79.40098123,-152.6686291,8.402612837,-0.300752622,8.546881917,NA,7.57119259,8.099101889,0.974903097,2.800877317,6.900877317,107.560179,5.100877317,3.900877317,1.9,36,199,173,184,8.089404838,8.043029284,7.918457377,6.828567878,6.541057396,4.741057395,3.541057395,1.540180079,0.63272896,0.429507576,0.46147556,0.246202645,4.100000001,2.300000001,1.100000001
970,bvardcst,-10.86167299,27.98708224,7.239581876,-0.074333523,-8.439423392,NA,bvardcst,-58.86550499,123.8764645,5.087854326,-0.14051964,6.296009799,NA,bvardcst,-83.23985313,172.5827105,5.237399156,-0.211709683,6.75839889,NA,bvardcst,38.40098108,-70.73137392,5.388184766,-0.299155965,5.25927418,NA,5.006061004,6.666177718,0.493302731,2.818064129,5.218064129,47.4794595,4.318064129,3.718064129,2.1,95,169,237,344,6.158058229,5.874076573,5.601240922,4.300390319,4.849232788,4.20923767,3.60923767,1.991173541,0.507401187,0.382828635,0.326468338,0.180611976,2.400000001,1.500000001,0.900000001
971,bvardcst,-16.71569502,41.27754388,3.10713421,-0.110277098,4.233162597,NA,bvardvar,-28.86438452,66.39543571,3.286612293,-0.200009098,5.310988949,4.556725362,bvardcst,-58.73684667,123.6788215,4.259012089,-0.141138816,5.110361239,NA,bcstdcst,-29.58615807,63.26055143,2.900034228,NA,1.32743764,NA,4.654870927,6.011484433,0.451122295,3.299948162,6.199948162,68.87074136,5.099948162,4.399948162,2.4,17,65,121,139,5.644803474,5.409201892,5.185552571,3.975502543,5.647685819,4.982090378,4.282090378,2.282142217,0.488079715,0.435902575,0.339941348,0.104768029,2.900000004,1.800000004,1.100000004
972,bvardcst,-11.62263682,29.72527364,6.769537729,-0.12910569,8.276019122,NA,bvardcst,24.11770289,-41.95305283,10.36934555,-0.105838468,11.65836868,NA,bcstdcst,20.05301765,-36.00258703,6.648166674,NA,5.883407735,NA,bcstdcst,78.080021,-152.0761259,7.316942316,NA,4.893415741,NA,8.084130598,9.970190292,0.780944452,2.132174485,4.032174485,112.2680676,3.332174485,2.832174485,1.6,54,89,119,146,9.542478042,9.231327843,8.878389191,7.112286126,4.02134298,3.32134298,2.82134298,1.589168495,0.46780627,0.483052582,0.342140843,0.185354662,1.899999999,1.199999999,0.699999999
973,bcstdcst,-90.73928833,185.5018325,6.158176238,NA,6.046182219,NA,bvardcst,-10.52559917,27.07544077,7.622161534,-0.040576766,8.35425614,NA,bvardcst,68.95348641,-131.8919822,7.704276639,-0.068262351,8.566784572,NA,bvardcst,471.3177555,-936.6216623,6.997727158,-0.205302455,6.874434351,NA,7.182431869,7.514561974,0.807812766,3.861131407,10.06113141,403.1758359,7.161131407,5.561131407,2.7,519,994,1605,1737,7.512342905,7.491464006,7.430441914,6.666033582,9.761465482,6.861465479,5.261465478,2.400334072,0.562218991,0.518567153,0.467102295,0.245079105,6.200000007,3.300000004,1.700000004
