tree_number,models.80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,cga.80,cga.50,cga.20,cga.s20,gamma.80,gamma.50,gamma.20,gamma.s20,decline.length.80,decline.length.50,decline.length.20
1594,bvardvar,-34.75910259,77.82123548,4.427886901,-0.126499259,6.695890551,5.866550987,bvardcst,-71.56352868,149.1860254,6.503985208,-0.084767238,7.575353877,NA,bvardcst,-124.5672127,255.1779825,5.410635194,-0.117690896,6.187363517,NA,bvardcst,87.52464594,-169.0109532,5.735141647,-0.277970781,5.669946455,NA,5.738179552,6.510805739,0.685153571,3.110869215,6.610869215,78.41771921,5.110869215,4.210869215,2.2,137,411,555,630,6.440576984,6.314536339,6.147179539,5.068669719,6.608552447,5.108552448,4.208552447,2.197683232,0.54084259,0.454836025,0.360984994,0.196318932,3.499999998,1.999999998,1.099999998
1595,bcstdcst,1.983087919,0.533824162,8.819717256,NA,8.877957818,NA,bvardcst,-1.315746421,9.153231973,7.047346367,-0.177847629,8.408409764,NA,bcstdcst,11.40434708,-18.6443106,6.721850363,NA,5.934267752,NA,bcstdcst,16.7881355,-29.30960433,6.049236177,NA,4.025435618,NA,6.951614988,8.915957205,0.882674713,1.71375157,3.51375157,18.17037407,2.81375157,2.31375157,1.2,27,50,76,48,8.514902341,8.172009655,7.759278616,5.8245297,3.267403201,2.576229963,2.076229963,0.988282604,0.584970616,0.402525123,0.324828938,0.183091569,1.799999999,1.099999999,0.599999999
1596,bvardvar,-237.2401398,482.5737375,4.813157176,-0.116892049,6.38914131,75.80309834,bvardcst,-429.0241724,864.0728846,4.902913258,-0.126857544,6.024439264,NA,bvardcst,-528.0048989,1062.025777,4.590967888,-0.148719984,5.328346645,NA,bvardcst,85.38805113,-164.7601766,4.874426846,-0.22914223,4.382595017,NA,4.771282529,6.628420332,0.368495751,3.452767164,6.052767164,137.8679628,5.152767164,4.452767164,2.6,433,982,1506,1511,5.915975263,5.635799264,5.34370041,4.085590514,5.980089802,5.080089803,4.380089802,2.527322638,0.429193696,0.376167789,0.311859673,0.169815252,2.600000002,1.700000002,1.000000002
1597,bcstdcst,22.98370341,-41.82787194,9.827020157,NA,9.70360861,NA,bvardcst,17.17901972,-28.19587727,9.259229518,-0.180894822,11.60428083,NA,bvardcst,30.84049579,-55.57288346,8.925941865,-0.260689061,11.3248219,NA,bvardcst,155.0682673,-304.0514282,8.627890191,-0.308882173,-8.124315854,NA,8.15145938,9.794802745,0.885055818,2.016956528,4.016956528,72.68373525,3.216956528,2.716956528,1.5,89,152,226,286,9.514918405,9.2266325,8.910367757,7.19803321,4.005682702,3.205682702,2.705682701,1.488726174,0.57754355,0.448660311,0.382740156,0.21309783,2.000000001,1.200000001,0.700000001
1598,bcstdcst,-91.82738032,187.7292948,4.51318731,NA,4.362797604,NA,bvardcst,-115.1668418,236.4003503,5.646003293,-0.146653257,7.115041096,NA,bvardcst,-105.5080796,217.052578,6.110134611,-0.17916433,7.38576388,NA,bvardcst,134.2951681,-262.5534131,5.810416437,-0.322559329,5.525759806,NA,5.629099386,6.940951545,0.604685408,2.755149788,5.355149788,59.46274711,4.355149788,3.655149788,2,164,364,663,654,6.668621912,6.442404166,6.179688912,4.869876,5.329888309,4.329888309,3.629888309,1.974738522,0.466694462,0.393812705,0.351790774,0.171686216,2.599999998,1.599999998,0.899999998
1599,bcstdcst,-6.606855901,19.6137118,4.481466343,NA,4.681893554,NA,bvardcst,-1.820433525,10.44086705,8.793470038,-0.19447148,11.54622332,NA,bvardcst,2.689373665,1.074082858,8.784915474,-0.250046624,11.37345338,NA,bcstdcst,28.70574988,-53.26864262,5.857378434,NA,3.805494998,NA,6.603718662,8.425471645,0.723931161,2.115477718,4.115477718,38.81124206,3.315477718,2.815477718,1.5,8,34,57,87,7.997228053,7.661265863,7.327957885,5.581041592,3.667334291,2.902218095,2.402218095,1.217216086,0.599028596,0.484527712,0.410698885,0.169201248,1.999999999,1.199999999,0.699999999
1600,bcstdcst,-22.96546342,51.13092685,1.227269517,NA,1.266661905,NA,bvardcst,-70.55865608,147.6887407,1.522127035,-0.035103992,1.774338714,NA,bvardcst,-89.77520942,185.888447,2.05289816,-0.039345577,2.28008795,NA,bcstdcst,-58.4744671,121.2216615,0.762543396,NA,2.29E-05,NA,1.91920103,2.077142918,0.376315031,6.846714194,19.74671419,11.12465888,13.74671419,10.24671419,4.5,13,46,75,47,2.075911996,2.065371746,2.03320595,1.69517715,18.01930938,12.01930938,9.714355902,3.967641707,0.672962496,0.406962309,0.380493276,0.004424534,12.9,6.899999998,3.399999998
1601,bcstdcst,-15.533105,35.14362936,7.183497717,NA,7.107633173,NA,bvardcst,-11.98231039,30.03110278,7.880132674,-0.075243678,9.096119801,NA,bvardvar,99.69938355,-191.3376984,6.899847253,-0.136925208,8.347614438,20.60094994,bvardcst,227.0285786,-448.0198322,7.652471999,-0.298592725,7.774942404,NA,7.665036358,8.223273917,0.860676451,3.12537782,7.22537782,257.671807,5.42537782,4.32537782,2.2,158,365,660,647,8.206894735,8.146164241,8.024538801,6.985294901,6.953981309,5.423830321,4.323830321,2.198452501,0.599856556,0.501118952,0.453025177,0.233201593,4.099999999,2.299999999,1.199999999
1602,bcstdcst,-6.933126962,18.31069837,5.553090385,NA,5.743798976,NA,bcstdcst,11.83457365,-19.59271419,7.284126061,NA,7.170039596,NA,bvardcst,36.41817847,-66.72575785,8.521297495,-0.031959177,9.118214754,NA,bvardcst,53.1341573,-100.1489116,7.708335798,-0.129237325,7.722616785,NA,6.981213194,7.112363812,0.940456748,4.246068224,17.64606822,191.8863381,10.64606822,7.046068224,2.7,30,160,221,205,7.112363371,7.112044816,7.102941622,6.551007012,7.20981633,9.010713227,6.605837265,2.504194218,0.609772711,0.513045262,0.539270201,0.312193653,13.4,6.399999998,2.800000002
1603,bcstdcst,-35.22150694,74.52934481,6.432379674,NA,6.320216374,NA,bvardcst,-113.8686738,233.8140248,5.715759914,-0.144864219,7.408011977,NA,bvardcst,-98.92561662,203.8907069,6.295222203,-0.157213821,7.648887612,NA,bvardcst,194.1385554,-382.2495245,6.290021981,-0.31052221,6.250605843,NA,6.193436278,7.57405936,0.569326054,2.989840791,5.589840791,170.9308209,4.689840791,3.989840791,2.2,142,317,612,874,7.259855363,7.04956436,6.792755506,5.409510745,5.537354669,4.63735467,3.937354669,2.147513879,0.541475532,0.408659275,0.37975506,0.197839985,2.599999998,1.699999998,0.999999998
1604,bcstdcst,11.49596523,-18.90973867,9.091333631,NA,8.983469639,NA,bvardcst,29.3988521,-52.7364797,8.104032895,-0.108631786,9.269624293,NA,bvardcst,97.9846384,-189.9251592,8.501618937,-0.131229386,9.485810397,NA,bvardcst,213.7408263,-421.4327727,8.611934618,-0.267530593,8.759108965,NA,7.678759801,9.226222644,0.653774895,2.730959873,5.030959873,368.620918,4.130959873,3.530959873,2.1,149,396,548,495,8.882206105,8.60661457,8.308998315,6.888628078,4.931887923,4.031887924,3.431887923,2.00092805,0.578759277,0.4387252,0.396468859,0.258280934,2.300000002,1.400000002,0.800000002
1605,bcstdvar,-6.233050866,-5.533898268,-0.144645327,NA,0.064840897,9.496522018,bcstdcst,-13.33054341,30.98541115,4.080509353,NA,3.95876874,NA,bcstdcst,-41.29338686,86.81754294,2.373343802,NA,2.004213496,NA,bcstdcst,-15.10730343,34.41460685,3.106227362,NA,1.811874144,NA,3.727507885,4.282524635,0.53797003,3.798166396,8.598166396,24.81269503,6.598166396,5.298166396,2.6,3,40,55,63,4.240563571,4.159463384,4.034868001,3.22511664,7.515881514,5.515881514,4.409566295,1.806631166,0.779754807,0.412128922,0.295106583,0.129013776,4.800000002,2.800000002,1.500000002
1606,bvardvar,-10.57571722,30.32790503,5.475829231,-0.225758332,8.091857519,26.184393,bvardcst,-12.56161605,31.66868665,6.477118384,-0.249255305,8.877178228,NA,bvardcst,-4.691551766,15.67226016,6.629459539,-0.26054561,8.083237134,NA,bcstdcst,19.22028804,-34.21416098,6.293656717,NA,4.410482789,NA,5.979559679,7.860930953,0.74961498,1.907518081,3.807518081,16.09733274,3.107518081,2.607518081,1.3,39,48,87,56,7.408114107,7.095668986,6.74769569,4.894363433,3.580388196,2.880388196,2.380388197,1.072870115,0.454020547,0.379100247,0.32187633,0.195775981,1.899999998,1.199999998,0.699999998
1607,bvardvar,2.582827392,5.056567439,4.466850684,-0.321326137,11.47437428,2.510413901,bvardcst,-17.6057876,41.65601965,6.656903232,-0.171397116,8.827825113,NA,bvardcst,-29.79032496,65.87333284,4.455179859,-0.209653715,5.415168744,NA,bvardcst,2.83513055,0.682680076,4.970716773,-0.729925299,6.232237291,NA,5.717455606,6.626133593,0.8571416,2.317920357,5.217920357,19.19583911,4.017920357,3.217920357,1.6,23,58,86,72,6.550471284,6.414501351,6.206003948,4.944787185,4.802398148,3.602398148,2.802398148,1.184477791,0.659500817,0.429556589,0.289162422,0.11304317,2.900000001,1.700000001,0.900000001
1608,bcstdcst,-14.78617648,34.42949583,3.36540533,NA,3.529643039,NA,bcstdcst,-1.994830592,8.189661185,6.901625898,NA,6.947329219,NA,bcstdcst,-32.88182969,70.00855733,3.2597447,NA,3.114965252,NA,bcstdcst,0.450155901,3.372415471,5.630373382,NA,4.970467147,NA,4.733057774,4.858671008,0.914810464,3.995704851,18.09570485,21.38011178,10.79570485,6.895704851,2.4,17,63,52,47,4.858670694,4.85842131,4.849822426,4.31791125,7.399862466,4.701512236,6.344847746,2.023872999,0.643461598,0.485355607,0.454873487,0.330455488,14.1,6.799999998,2.899999999
1609,bcstdcst,-5.867068385,16.01985106,5.728794977,NA,5.819793567,NA,bvardcst,-47.18065144,100.523465,5.179448188,-0.026953835,5.545568462,NA,bvardcst,-72.39348074,150.9100384,5.087793349,-0.067376788,5.83537862,NA,bvardvar,41.55173763,-74.9748579,5.142967721,-0.208548117,5.649731798,11.7507809,5.433664463,5.687571624,0.743245695,4.183098512,11.98309851,103.4582188,8.283098512,6.183098512,2.8,45,152,199,316,5.68680084,5.675514432,5.630146764,4.977794713,7.090059531,8.271545714,6.171545714,2.788447202,0.55026158,0.498475372,0.448567217,0.284974993,7.799999994,4.099999996,1.999999996
1610,bcstdcst,-93.8263738,191.8085917,2.15237565,NA,2.040594814,NA,bvardcst,-168.4630956,343.0467942,3.674967363,-0.083824837,4.604296891,NA,bvardcst,-301.380602,608.8219636,3.069105165,-0.092486707,3.532884302,NA,bvardcst,-158.1192897,322.3069554,3.139977978,-0.12511514,2.915890694,NA,3.48563679,4.526948303,0.271788736,5.407019731,9.407019731,266.3929341,7.907019731,6.807019731,4.2,80,203,399,355,4.175844707,3.999123493,3.815194522,3.08133255,8.905865669,7.519896094,6.419896095,3.812876364,0.422841429,0.413488754,0.326405184,0.195577159,3.999999994,2.499999994,1.399999994
1611,bcstdcst,-428.9047758,861.8292238,3.675619874,NA,3.598982269,NA,bvardvar,-900.2761012,1808.580019,3.361266504,-0.051418683,-3.982500956,13.84115945,bvardcst,-1163.801882,2333.615154,4.168176278,-0.062618931,4.708333931,NA,bvardcst,-496.2811936,998.573767,4.257973779,-0.159324033,4.332322326,NA,3.898638293,4.236624273,0.442807663,5.710193977,12.71019398,193.4380024,9.710193977,7.710193977,4.1,613,1443,2111,2113,4.221393,4.179124916,4.097218475,3.547093966,12.48689298,9.486892983,7.486892983,3.876699006,0.554337094,0.465377486,0.407501076,0.234280133,6.999999995,3.999999992,1.999999992
1612,bcstdcst,-19.81895817,44.11791635,2.886952199,NA,2.63766978,NA,bvardcst,10.56341311,-14.79349289,9.224103014,-0.149173481,10.59824802,NA,bcstdcst,-2.007441948,8.16122536,5.104421672,NA,4.218407287,NA,bcstdcst,10.42795762,-16.28448667,6.881962625,NA,5.145996326,NA,5.766397573,7.428590872,0.793478891,1.886878414,3.986878414,12.44651212,3.186878414,2.686878414,1.3,28,76,85,24,7.114529756,6.836079115,6.547544587,4.780567065,3.503060798,2.703060799,2.203060799,0.816182385,0.36247945,0.426985318,0.271188705,0.1631265,2.099999999,1.299999999,0.799999999
1613,bvardvar,-412.1064565,832.3086068,2.700776967,-0.051553636,3.38077287,9.887120814,bvardcst,-821.9820963,1649.99197,2.849781779,-0.061215885,3.406330837,NA,bvardcst,-1139.837224,2285.693361,2.713335398,-0.077176192,3.13720465,NA,bvardcst,-689.2875366,1384.592058,3.05048353,-0.115591045,2.877852535,NA,2.851829603,3.689952863,0.226985123,6.52996005,11.42996005,240.2307933,9.62996005,8.22996005,5,423,868,1273,1417,3.414356298,3.275271139,3.120149988,2.50383216,11.20984472,9.409844719,8.009844719,4.779884669,0.472143765,0.395733594,0.331404717,0.205222853,4.900000002,3.100000002,1.700000002
1614,bcstdcst,-25.06094074,54.50897826,4.558286493,NA,4.560327392,NA,bvardcst,-73.61719909,153.4924627,3.773368281,-0.123947551,5.142282841,NA,bvardcst,-121.8644091,249.8318224,4.352754636,-0.136331468,5.464500405,NA,bvardcst,-80.46302426,166.9983377,3.493897596,-0.35557746,3.603784784,NA,3.892858575,4.710918185,0.478286114,3.660367409,7.460367409,34.30692107,5.960367409,4.960367409,2.6,34,97,237,336,4.578037984,4.438625606,4.27162666,3.352475531,7.277981017,5.777981017,4.777981017,2.417613608,0.583967528,0.395736679,0.361549925,0.122776437,3.799999998,2.299999998,1.299999998
1615,bcstdcst,-47.35161174,98.9254457,3.14006037,NA,3.090217956,NA,bvardvar,-74.59942704,157.5163144,2.721999432,-0.13223747,4.50263404,2.396049255,bvardcst,-166.0083627,338.1197297,3.676895148,-0.0973546,-4.412498328,NA,bvardcst,-53.92423651,113.9440905,4.782376417,-0.185768038,5.240333944,NA,4.067206881,4.615428192,0.455562531,4.676593712,9.676593712,116.1209306,7.676593712,6.276593712,3.4,57,131,237,255,4.559231022,4.475659135,4.350944655,3.634747102,9.208063551,7.208063551,5.808063551,2.931469839,0.545090499,0.480584818,0.366753375,0.262548542,5,3,1.6
1616,bvardvar,-95.12971194,198.7857397,1.603015105,-0.124442927,2.926345398,2.265165401,bvardcst,-300.2782176,606.6552006,2.130290253,-0.092761046,2.772031225,NA,bvardcst,-430.1441464,866.3544085,1.736961006,-0.111682333,2.063428462,NA,bvardcst,-193.4626801,393.0241256,1.834345697,-0.212148309,1.740572681,NA,1.879137765,3.188400241,0.165647777,5.373179974,9.773179974,14.87730027,8.173179974,6.973179974,3.9,81,247,367,247,2.556729018,2.365030397,2.183962887,1.517282065,9.291807125,7.926990471,6.726990472,3.653810496,0.416395314,0.314233932,0.222811574,0.094557702,4.400000013,2.800000013,1.600000013
1617,bvardvar,-291.1942761,590.4911163,3.488325257,-0.036091497,4.014949254,36.00916295,bvardcst,-500.1393541,1006.316504,3.539810966,-0.057297432,4.151240698,NA,bvardvar,-634.2416312,1276.523302,2.802734858,-0.099575683,3.428184279,7.556544866,bvardcst,-241.8585326,489.7463334,3.62771354,-0.16972457,3.45635407,NA,3.493925232,3.970811018,0.380465445,5.570673092,11.37067309,136.6303551,9.070673092,7.470673092,4.1,395,639,1004,824,3.918323392,3.844890869,3.73935435,3.136323893,11.14914011,8.849140114,7.249140114,3.878467023,0.496114473,0.421094872,0.36020535,0.189246455,5.799999991,3.499999993,1.899999993
1618,bvardvar,-38.87900279,86.14262095,5.08512312,-0.127569583,-6.888963602,38.42377537,bvardcst,8.075708009,-10.10570173,8.507233342,-0.122723798,10.26510392,NA,bvardvar,91.43429297,-174.8183977,6.572456522,-0.17058584,7.971249437,22.88207609,bvardvar,406.4228599,-804.8076245,6.306137993,-0.313673186,6.108237082,25.91929238,7.20646909,8.636123454,0.612623383,2.935769585,5.435769585,386.3410327,4.435769585,3.835769585,2.2,109,529,802,1055,8.32703437,8.065771908,7.812406517,6.392297632,5.295282414,4.295282415,3.695282415,2.059512829,0.477423014,0.465762643,0.408581403,0.206914158,2.499999998,1.499999998,0.899999998
1619,bcstdcst,-18.19791193,41.25296672,2.047254818,NA,1.920958393,NA,bvardcst,-12.05194855,30.54026073,6.83408268,-0.195330783,9.158148223,NA,bvardvar,-14.93389397,38.53445461,3.810884965,-0.435798006,6.826611886,6.156952636,bvardcst,55.71572216,-105.2692822,6.924498471,-0.53029682,7.224084581,NA,6.654853893,7.966502472,0.887409354,2.032839466,4.332839466,25.11295766,3.432839466,2.832839466,1.4,17,59,65,152,7.796128038,7.587831763,7.321591294,5.666586785,4.291338531,3.391338532,2.791338532,1.358499066,0.40288713,0.428446773,0.324145693,0.170430743,2.300000001,1.400000001,0.800000001
1620,bvardvar,-169.0880556,346.3145194,3.634766084,-0.040872878,4.664230354,3.157325747,bvardcst,-454.5568463,915.1430684,4.648066163,-0.037543208,5.271575595,NA,bcstdcst,-617.9152305,1239.83997,4.055947391,NA,3.805134007,NA,bvardcst,-164.0205949,334.0622239,4.7545343,-0.131150502,4.714935653,NA,4.334494365,4.609487653,0.494358507,5.702592883,13.60259288,267.8171147,10.10259288,7.902592883,4.1,294,821,1265,1145,4.603951419,4.578251716,4.516807164,4.002200279,13.54380089,10.04380089,7.843800891,4.041208008,0.605841674,0.503728919,0.4232622,0.25475708,7.900000001,4.400000001,2.200000004
1621,bvardvar,-0.623953711,10.04790742,7.680213219,-0.09508936,10.1000821,14.63298019,bvardcst,-32.73735345,71.69489039,6.389484532,-0.115570893,7.967117613,NA,bvardcst,-25.88309369,57.86335337,6.615204875,-0.132544449,7.77197752,NA,bvardcst,91.54657783,-177.0239914,6.594405932,-0.241510789,6.306725086,NA,5.654244384,6.633710742,0.632751032,3.023166503,6.123166503,78.68420441,4.823166503,4.023166503,2.2,55,113,251,351,6.495955336,6.320130264,6.113488109,4.984804694,6.006991871,4.70699187,3.906991871,2.083825367,0.617618959,0.462996863,0.400263579,0.218136869,3.099999999,1.799999999,0.999999999
1622,bcstdcst,-10.18057896,24.84115793,6.384829803,NA,6.456796847,NA,bvardcst,-68.63658806,143.5284953,3.860010054,-0.104310132,4.843945489,NA,bvardcst,-45.34879069,96.80568949,5.48410931,-0.082636262,-6.01708103,NA,bcstdcst,1.39285256,1.28209149,4.207132673,NA,2.732823879,NA,4.823265532,5.429691041,0.655484124,3.344178039,7.544178039,41.30124718,5.744178039,4.644178039,2.3,28,98,226,180,5.391040971,5.303925423,5.171047056,4.227352134,7.534372634,5.734372635,4.634372635,2.290194596,0.67443784,0.400995774,0.396888422,0.177191157,4.199999999,2.399999999,1.299999999
1623,bcstdvar,-2.726759053,-12.54648189,1.060361995,NA,7.993913562,0.269797113,bvardvar,0.006623902,-32.0132478,4.030405859,0.538416924,7.537354314,4.20346931,bvardcst,-22.74602481,52.34919247,4.004514651,-0.200328254,5.931284394,NA,bcstdcst,-1.201805029,6.518994673,3.777658935,NA,2.051837165,NA,4.761547195,5.218467873,0.812630362,2.996995234,7.896995234,17.82494094,5.696995234,4.396995234,2,3,4,32,107,5.209946129,5.16754013,5.071996896,4.191158501,1.01159629,0.239702367,4.290399891,1.893404657,0.681969717,-0.298966294,0.375672845,0.135142156,4.9,2.7,1.4
1624,bcstdcst,-29.45297625,63.01309536,5.756719555,NA,5.64314171,NA,bvardvar,-38.08453505,84.27806193,5.554424187,-0.1651733,7.317789756,16.53271025,bvardvar,26.87377331,-45.67905348,6.390743185,-0.176578308,7.783038861,29.51277041,bvardcst,224.6990613,-443.3563834,7.019896088,-0.257474035,6.31533893,NA,6.866437265,7.72011091,0.829565465,2.65444396,5.75444396,81.58803385,4.45444396,3.65444396,1.9,115,372,589,579,7.65488244,7.528334314,7.347705338,6.12386535,5.530048255,4.230048256,3.430048256,1.675604296,0.540500506,0.440947234,0.397255133,0.190488352,3.100000001,1.800000001,1.000000001
1625,bcstdcst,-309.5800987,623.1761975,5.104509603,NA,4.907872456,NA,bvardcst,-316.4695199,638.9540117,6.420954511,-0.12188677,7.73202789,NA,bvardcst,-500.9849952,1007.978969,5.73969825,-0.166657746,-6.753872986,NA,bvardcst,619.5368812,-1233.064854,5.827055951,-0.229587139,5.107605503,NA,5.737623448,7.659422972,0.434480249,3.182364802,5.582364802,239.9456578,4.782364802,4.082364802,2.4,753,1607,2677,2698,6.982021116,6.700463436,6.359597796,4.959605809,5.550667767,4.750667769,4.050667769,2.368302966,0.463879027,0.417601371,0.335048153,0.177361101,2.4,1.6,0.9
1626,bcstdcst,-4.000656166,12.52305146,6.73150466,NA,6.785630233,NA,bcstdcst,-8.979275097,22.3723433,4.774972715,NA,4.581861157,NA,bvardcst,-28.60306734,63.54416286,4.252589091,-0.240195593,5.122601896,NA,bcstdcst,10.15146887,-16.08865202,5.247660187,NA,3.648699923,NA,4.981826773,6.522758305,0.638641463,2.259343151,4.559343151,15.02524664,3.759343151,3.059343151,1.6,26,32,75,59,6.168060193,5.931543029,5.598280325,4.174976432,4.159736986,3.359736986,2.77682898,1.317485829,0.589814521,0.440723774,0.255748715,0.191273917,2.300000001,1.500000001,0.800000001
1627,bcstdcst,-5.279638764,14.74677753,7.198482741,NA,7.124172652,NA,bvardcst,4.233530953,-2.304899743,7.055688373,-0.081107128,-7.756156657,NA,bvardcst,25.97510632,-45.80650007,7.689913251,-0.113578915,8.404755704,NA,bcstdcst,92.99583517,-181.9171362,8.413897686,NA,6.483479539,NA,8.56508464,9.479491112,0.880366898,2.656404652,5.556404652,296.0483848,4.356404652,3.556404652,1.9,67,152,171,164,9.408311161,9.274769419,9.065458401,7.699811191,4.914481497,3.923028076,3.123028076,1.466623424,0.564709121,0.432339662,0.396982479,0.232491055,2.9,1.7,0.9
1628,bcstdcst,-39.83202178,83.89933767,4.280854613,NA,4.26941476,NA,bvardcst,-81.03701704,168.1708083,5.614969273,-0.05314748,6.581252993,NA,bvardcst,-139.5950303,285.239853,5.200350181,-0.067542326,5.780753956,NA,bvardcst,39.75292432,-73.46244901,5.632410962,-0.164176758,5.470902234,NA,5.481396476,5.820867412,0.729396978,3.89611737,10.09611737,97.79892394,7.29611737,5.59611737,2.7,54,252,486,557,5.817179254,5.792437592,5.722627411,5.008597467,10.06327113,7.263271131,5.56327113,2.66715376,0.613920427,0.517395622,0.410092109,0.241498069,6.200000002,3.400000002,1.700000002
