tree.number.20,median.shifts.20,ESS.shifts.20,ESS.logLik.20,root.lambda.mean.20,root.mu.mean.20,root.lambda.decay.20,root.mu.decay.20,tip.lambda.mean.20,tip.mu.mean.20,median.shifts.50,ESS.shifts.50,ESS.logLik.50,root.lambda.mean.50,root.mu.mean.50,root.lambda.decay.50,root.mu.decay.50,tip.lambda.mean.50,tip.mu.mean.50,median.shifts.80,ESS.shifts.80,ESS.logLik.80,root.lambda.mean.80,root.mu.mean.80,root.lambda.decay.80,root.mu.decay.80,tip.lambda.mean.80,tip.mu.mean.80,median.shifts.s20,ESS.shifts.s20,ESS.logLik.s20,root.lambda.mean.s20,root.mu.mean.s20,root.lambda.decay.s20,root.mu.decay.s20,tip.lambda.mean.s20,tip.mu.mean.s20
887,0,231.2024314,251.6976439,5.183794568,1.183119983,-0.430556792,-0.430556792,0.78822447,1.183744141,0,220.4652021,283.3895889,4.062734003,0.854252435,-0.442549186,-0.442549186,0.413531471,0.854442831,0,209.9795093,271,2.020129838,0.417683126,-0.431938928,-0.431938928,0.146876217,0.42096642,0,387.2059635,657.1340121,3.610887343,0.506507311,-0.312833425,-0.312833425,1.571974734,0.519281299
888,0,406,273.7964995,6.51185303,1.340704187,-0.528074948,-0.528074948,0.907133967,1.34114634,0,316,316,4.773017373,0.907913832,-0.499730095,-0.499730095,0.521476267,0.908348743,0,264.351279,344.1397357,4.913250567,1.00356588,-0.520299951,-0.520299951,0.304677585,1.006068031,0,361,294.4743761,6.091082715,1.649592483,-0.403573658,-0.403573658,2.545010984,1.650683982
889,0,316,192.3474137,7.350365475,2.262775234,-0.63614562,-0.63614562,1.342094977,2.263193212,0,316,266.0680272,6.81686481,2.001457706,-0.647759547,-0.647759547,0.885209216,2.002321127,0,140.5069311,271,5.459510369,1.562254118,-0.601346572,-0.601346572,0.552988565,1.563859157,0,271,271,9.784652841,3.146600745,-0.801410415,-0.801410415,3.23742968,3.15380885
890,0,361,361,7.245413047,1.511834588,-0.931730039,-0.931730039,0.921714333,1.517630458,0,271,271,7.38456738,1.823832996,-0.861845517,-0.861845517,0.727008457,1.824880597,0,300.0086699,266.0821938,6.26063931,1.793120609,-0.791168884,-0.791168884,0.47408858,1.80273402,0,435.7397961,261.9674156,13.96907374,3.94487151,-1.26149879,-1.26149879,3.343672011,3.948386772
891,0,361,512.7560607,3.226994343,1.247045059,-0.30376228,-0.30376228,1.036390601,1.253349688,0,271,329.2118567,1.708448306,0.364094549,-0.418152278,-0.418152278,0.284123857,0.377312422,0,316,266.7717475,0.925814969,0.428036619,-0.16628211,-0.16628211,0.338548475,0.453526788,0,316,388.0355838,4.671494991,0.804442142,-0.787061068,-0.787061068,1.358805314,0.822930256
892,0,271,160.2736189,3.283878224,0.088306532,-0.457071989,-0.457071989,0.016922012,0.089187096,0,391.6718434,298.9317489,3.313171792,0.110669513,-0.453155009,-0.453155009,0.002116104,0.110696875,0,2326.307884,233.213726,2.794701473,0.265189327,-0.256520603,-0.256520603,0.004628114,0.265217071,0,639.4577329,212.0499913,2.2473851,0.053267355,0.023804618,0.023804618,0.435406793,0.054234474
893,0,496,246.8673932,5.273508165,1.509152822,-0.39498836,-0.39498836,1.313304338,1.509804876,0,406,343.7187289,4.792811773,1.167786655,-0.454103648,-0.454103648,0.725932198,1.168148832,0,316,316,6.343282342,1.459284206,-0.532235845,-0.532235845,0.476705479,1.463114475,0,346.3313911,327.3971974,4.820426563,0.784222783,-0.373983878,-0.373983878,2.258465635,0.82254088
894,0,721,137.8358032,6.029988788,1.122846968,-0.527814673,-0.527814673,0.833971281,1.12293058,0,451,284.7956118,6.579866718,1.293988155,-0.561949851,-0.561949851,0.573952826,1.294009396,0,316,316,6.698134684,1.37011794,-0.547073348,-0.547073348,0.38428435,1.37021493,0,271,271,5.733678487,1.054887754,-0.466320199,-0.466320199,2.080486414,1.055150743
895,0,328.9655158,316,2.363679886,0.242235574,-0.42808733,-0.42808733,0.312391455,0.245578535,0,271,271,1.827091055,0.359838447,-0.306151102,-0.306151102,0.299584705,0.364373629,0,266.8102213,361,0.597860964,0.226389226,-0.204134301,-0.204134301,0.136051482,0.236447083,0,406,329.7013512,3.111423901,0.572894684,-0.327701757,-0.327701757,1.219069107,0.58508363
896,0,316,316,6.224599335,0.626114718,-0.736138405,-0.736138405,0.240333201,0.626430212,0,271,330.8523751,6.12094738,0.787326059,-0.655028827,-0.655028827,0.167901699,0.787374902,0,289.2399195,261.176604,4.835246316,0.826297208,-0.516970485,-0.516970485,0.118314577,0.826612872,0,271,271,5.225447638,0.365601443,-0.629575948,-0.629575948,1.288863944,0.374866192
897,0,316,316,6.781855506,2.134470538,-0.407467699,-0.407467699,1.214159448,2.134463065,0,361,206.4601113,4.15339174,0.983735025,-0.430946332,-0.430946332,0.452872451,0.984061446,0,406,272.0520508,4.869033399,1.775417544,-0.322599362,-0.322599362,0.677258708,1.775244187,0,361,361,3.891043546,0.668654283,-0.353198159,-0.353198159,1.69189243,0.67669353
898,0,316,316,6.481933101,1.359257054,-0.693695244,-0.693695244,0.825555365,1.359966479,0,344.589455,343.7838828,6.6954867,1.654754892,-0.645434951,-0.645434951,0.633255904,1.655637351,0,265.6640477,359.4880035,6.349537405,1.511655057,-0.675035386,-0.675035386,0.327883975,1.512089773,0,271,271,8.506405092,2.38250342,-0.684080062,-0.684080062,2.945986517,2.390581086
899,0,361,253.9638762,6.784337147,2.351841154,-0.652726268,-0.652726268,1.558957971,2.358988017,0,183.2214343,316,5.122124035,1.619790083,-0.618035873,-0.618035873,0.931418686,1.621791197,0,361,272.9479912,5.945665886,1.832839124,-0.698119019,-0.698119019,0.581814905,1.836551794,0,271,271,8.625986015,1.550090772,-1.231121066,-1.231121066,2.632835923,1.584522854
900,0,271,271,5.393239557,0.740777497,-0.880902974,-0.880902974,0.238736142,0.742277741,0,267.8284926,253.5905995,4.884601677,0.680743685,-0.81765118,-0.81765118,0.106809587,0.681945245,0,271,482.0059907,4.153611476,0.709802486,-0.630854487,-0.630854487,0.072544093,0.710739997,0,997.2341386,452.686972,5.483012045,0.837994629,-0.669386072,-0.669386072,1.466959277,0.718769804
901,0,233.8334028,347.1188437,8.602293435,1.251113565,-0.923419377,-0.923419377,0.667850634,1.251539279,0,361,307.3989028,9.922423767,1.772815651,-0.864549576,-0.864549576,0.498907855,1.772852447,0,361,250.7442625,9.512681191,2.050141994,-0.728835166,-0.728835166,0.434079039,2.0501606,0,322.7651936,304.5407575,9.953876026,1.265631347,-1.046824623,-1.046824623,2.096076017,1.267715636
902,0,616.8294523,159.7889019,7.712786091,2.003346843,-0.421507509,-0.421507509,1.274863109,2.00455954,0,487.8816055,318.7749173,7.641315728,2.043739362,-0.40829592,-0.40829592,1.048852305,2.043739633,0,676,287.5099975,6.952661583,1.908924038,-0.39425046,-0.39425046,0.692853292,1.908914542,0,249.7228469,252.9385674,6.859840813,1.495039246,-0.44669036,-0.44669036,2.227904037,1.495356182
903,0,316,316,3.273442449,0.445209551,-0.729085294,-0.729085294,0.22590201,0.452159429,0,316,355.5909055,2.407257658,0.397678868,-0.595885484,-0.595885484,0.140052584,0.400238648,0,271,271,1.336094653,0.268341714,-0.436712701,-0.436712701,0.0859257,0.27387989,0,288.3583885,520.7521608,4.586789474,1.028567513,-0.551217816,-0.551217816,1.71119905,1.049548641
904,0,271,239.2840921,3.451574018,1.016137563,-0.363823093,-0.363823093,1.181275095,1.026266617,0,271,271,3.326534476,0.900436069,-0.465268794,-0.465268794,0.705932028,0.908460468,0,272.9266092,406,1.827430786,0.5648568,-0.361565712,-0.361565712,0.423338001,0.573032725,0,316,316,5.564743133,1.395657138,-0.354497176,-0.354497176,2.938412482,1.415513968
905,0,282.0451114,277.7056886,9.266386749,1.443767207,-0.770810401,-0.770810401,0.788296596,1.443837491,0,361,225.1189317,10.09835139,1.831253795,-0.715533219,-0.715533219,0.62715833,1.831887091,0,361,289.8438597,8.915233463,1.349797795,-0.766548277,-0.766548277,0.249621452,1.349845905,0,309.2148563,361,7.628280055,0.984585235,-0.67902805,-0.67902805,2.223869178,0.986241382
906,0,316,316,2.544115278,0.779858246,-0.351439833,-0.351439833,0.872987695,0.803809059,0,271,271,2.190906218,0.653749951,-0.371234835,-0.371234835,0.620577949,0.676186063,0,406,406,1.036936682,0.795060847,-0.076028844,-0.076028844,0.644496638,0.829655142,0,275.2526031,541,5.538491331,2.344745235,-0.210742359,-0.210742359,3.273333765,2.377500274
907,0,271,271,3.74764631,0.333211793,-0.871125162,-0.871125162,0.288967199,0.341747013,0,316,268.2126163,2.239162915,0.31798439,-0.669182282,-0.669182282,0.175702905,0.327611822,0,267.5994108,316,0.869346251,0.285352973,-0.342219386,-0.342219386,0.164747287,0.309658677,0,291.1963943,399.8509957,4.757270961,2.027171594,-0.184474977,-0.184474977,3.096903634,2.104188439
908,0,329.199549,406,3.833679138,0.379522,-0.598703544,-0.598703544,0.249682385,0.381342214,0,406,276.8327454,4.585475813,0.609795585,-0.609797847,-0.609797847,0.14938685,0.610153753,0,316,316,4.262016709,0.689931877,-0.537137446,-0.537137446,0.094393922,0.690163077,0,305.1288956,314.5856295,4.677603296,0.548651025,-0.591678039,-0.591678039,1.164437518,0.554192209
909,0,3.380017138,28.20045504,6.452424294,3.432810882,-0.308720774,-0.308720774,0.468027002,0.908603495,0,40.98743764,252.6887558,7.05049281,1.291965199,-0.587857863,-0.587857863,0.29882977,0.974458943,0,275.6738908,248.0382314,7.434568251,1.10143267,-0.596560172,-0.596560172,0.168089394,1.101518088,0,271.4535118,406,0.907977613,0.021597016,2.077965431,2.077965431,1.808415159,0.022721014
910,0,316,341.7431062,2.64511231,0.405628307,-0.281209098,-0.281209098,0.211367661,0.4057864,0,291.5182585,239.1786034,2.422584709,0.359400209,-0.280984042,-0.280984042,0.111840663,0.359921407,0,361,303.3970065,2.45994313,0.361862098,-0.295312008,-0.295312008,0.04379718,0.36190966,0,242.6300506,397.3442784,2.560928065,0.395325179,-0.265177568,-0.265177568,0.690123929,0.396541627
911,0,316,316,3.986486329,0.296089304,-0.761848937,-0.761848937,0.061005564,0.2967884,0,271,271,3.529035498,0.311056637,-0.668574565,-0.668574565,0.024046075,0.311390843,0,361,282.7843535,3.287003241,0.662711914,-0.357297499,-0.357297499,0.074314088,0.663213122,0,361,361,5.618074321,0.423229525,-1.000502809,-1.000502809,0.561193868,0.430659001
912,0,140.2298551,147.6188328,5.360120554,0.539046999,-0.89030059,-0.89030059,0.287122158,0.539773902,0,237.9403552,338.0434333,4.783872512,0.570859979,-0.813723621,-0.813723621,0.151291585,0.572731354,0,316,551.9631629,5.510062785,0.961478852,-0.707587972,-0.707587972,0.10907426,0.962001946,0,316,316,6.944551456,0.577964808,-1.096755291,-1.096755291,1.337001626,0.588001095
913,0,361,361,3.259187701,0.186029604,-0.560386651,-0.560386651,0.066326921,0.186742979,0,245.6890047,378.3804162,3.400267784,0.286628552,-0.505180097,-0.505180097,0.030558017,0.286956021,0,276.97711,284.4127629,2.627964898,0.450266955,-0.314544393,-0.314544393,0.041167186,0.450671565,0,271,271,3.268325498,0.20642751,-0.500306015,-0.500306015,0.690567388,0.210766732
914,0,252.1089071,243.4278052,7.582543684,1.486068565,-0.604861299,-0.604861299,0.868436134,1.486257891,0,361,274.4801566,7.839037535,1.574449418,-0.599986432,-0.599986432,0.60497901,1.574657631,0,271,271,6.90162679,1.436745063,-0.566521018,-0.566521018,0.374991319,1.436735265,0,361,361,7.637480942,1.580307198,-0.591397877,-0.591397877,2.374157595,1.58048236
915,0,271,271,5.320154059,0.071748249,-0.674735125,-0.674735125,0.010069925,0.071784313,0,356.1041957,355.8579526,5.43493342,0.131516074,-0.626983044,-0.626983044,0.001078257,0.130752262,0,4186.995044,186.1502489,4.238473955,0.261011908,-0.388656399,-0.388656399,0.000942996,0.261020494,0,249.5478503,371.6499366,0.407634497,0.002959591,1.84538288,1.84538288,0.815296735,0.003435058
916,0,145.760465,243.2485792,6.131527627,1.175853117,-0.556442829,-0.556442829,0.656348766,1.175869869,0,271,271,5.83297631,1.00463438,-0.587207738,-0.587207738,0.347829696,1.004966356,0,451,323.1223657,6.41026286,1.316334126,-0.535303455,-0.535303455,0.280450246,1.316488128,0,361,361,7.856857535,1.56282138,-0.661985357,-0.661985357,1.772904272,1.564052913
917,0,1261,238.6799018,8.792315426,0.722251905,-0.904865862,-0.904865862,0.272976398,0.722646752,0,451,372.8137445,9.141172151,0.824709153,-0.902861095,-0.902861095,0.145288073,0.82484512,0,406,288.0313683,9.184503054,0.95500803,-0.836972606,-0.836972606,0.062556385,0.955089889,0,289.2993685,293.6292084,8.187730859,0.445069056,-0.900960488,-0.900960488,1.478101985,0.445873553
918,0,361,268.3197783,3.268563269,0.252417369,-0.502767111,-0.502767111,0.067827022,0.253588239,0,175.1838659,271,3.344227122,0.313994066,-0.454384439,-0.454384439,0.028205611,0.314236219,0,856,329.1192051,3.327095035,0.587462006,-0.269084501,-0.269084501,0.053256569,0.58753703,0,332.9237191,766,3.409932898,0.180252689,-0.531991993,-0.531991993,0.581582654,0.184670159
919,0,361,428.4303545,3.246880914,1.491410231,-0.405192913,-0.405192913,1.121382974,1.531364828,0,337.3949251,406,1.454970286,0.62875356,-0.338476876,-0.338476876,0.518675556,0.670170285,,,,,,,,,,0,282.6286287,406,6.229503448,1.593296791,-0.744588245,-0.744588245,2.184011314,1.623613167
920,0,243.4680426,304.1547713,5.034395789,0.19638896,-0.83167156,-0.83167156,0.073430451,0.197103205,0,271,271,4.87353059,0.321443712,-0.743370937,-0.743370937,0.030545795,0.322125925,0,451,331.6626241,4.923266009,0.553812313,-0.551738483,-0.551738483,0.025459611,0.554176476,0,361,237.2753052,4.853564155,0.162628753,-0.729157125,-0.729157125,0.860550095,0.165930781
921,0,271,271,3.203267506,0.63878795,-0.491723756,-0.491723756,0.455286369,0.643273876,0,406,256.5098407,3.150775133,0.707630441,-0.473537323,-0.473537323,0.326862206,0.715897488,0,316,402.8823726,1.141515777,0.279400063,-0.390174042,-0.390174042,0.112040787,0.291589627,0,316,316,3.714058196,0.65920028,-0.444785253,-0.444785253,1.417573711,0.674412127
922,0,316,316,8.172485253,1.735606892,-0.69918543,-0.69918543,0.982430904,1.736112848,0,361,288.4888653,7.969177396,1.817056706,-0.656625618,-0.656625618,0.742147994,1.817390582,0,406,281.1904686,6.530185419,1.707231007,-0.57347399,-0.57347399,0.526196774,1.707145509,0,248.2864047,316,5.626360253,0.631168918,-0.559391816,-0.559391816,2.189220429,0.636618651
923,0,406,261.806162,7.825087931,1.874623404,-0.674974877,-0.674974877,0.939309933,1.87487733,0,290.2468024,361,6.882386648,1.536740457,-0.657924186,-0.657924186,0.554287376,1.537234086,0,261.2964724,243.4258065,6.722102521,1.506321418,-0.645867407,-0.645867407,0.314978809,1.504166365,0,340.9058866,260.9437284,9.012366734,1.557534137,-0.973958609,-0.973958609,1.979653964,1.564926944
924,0,146.6018394,316,8.062465063,1.618546027,-1.158549335,-1.158549335,0.547320876,1.624863228,0,244.4503468,361,8.568655429,2.740371953,-0.806030975,-0.806030975,0.850553917,2.743345951,0,406,245.3061111,7.428068961,2.259272305,-0.730802892,-0.730802892,0.51717578,2.265082573,0,361,361,10.64002006,3.441659519,-1.011510143,-1.011510143,3.544769931,3.454230231
925,0,271,565.4061918,0.175574528,0.001517551,1.047326705,1.047326705,0.3511957,0.001646463,0,361,361,0.115021424,0.001140903,0.917071294,0.917071294,0.230135905,0.001288364,0,541,326.8724468,4.190618189,0.578860348,-0.331631318,-0.331631318,0.084600777,0.578873001,0,443.8731115,383.1781458,3.549894867,0.488515027,-0.149719837,-0.149719837,0.923712112,0.488687543
926,0,195.9555581,316,8.704698386,0.579750453,-1.014951266,-1.014951266,0.229276548,0.579859764,0,451,451,8.509714104,0.596034622,-1.002896118,-1.002896118,0.085425102,0.596144247,0,361,286.5867867,8.311807701,0.743300637,-0.906073075,-0.906073075,0.035958793,0.743449254,0,1033.747429,421.7651265,10.29848615,1.111400217,-1.012005885,-1.012005885,1.686903889,1.113154779
927,0,271,271,5.408330443,1.620118413,-0.30391114,-0.30391114,1.129678767,1.620128806,0,406,279.8367056,4.859185788,1.349393995,-0.314293729,-0.314293729,0.725756033,1.349480639,0,451,247.4038521,4.897915055,1.487380561,-0.296575053,-0.296575053,0.59153334,1.487388815,0,316,198.3347403,3.820769304,1.121064722,-0.199720876,-0.199720876,2.047519981,1.121452734
928,0,382.5463062,278.2741263,4.935941119,1.755232464,-0.521211335,-0.521211335,1.407186442,1.82415883,0,271,271.9335499,4.79572759,1.581883864,-0.582671443,-0.582671443,0.823874528,1.592988362,0,496,496,1.563691518,0.732582578,-0.238843157,-0.238843157,0.583021212,0.753749201,0,250.4381901,298.2640635,9.411285319,3.825084806,-0.765191126,-0.765191126,3.401452186,3.851922394
929,0,983.6812563,203.5983746,7.492662914,1.038108918,-0.69843328,-0.69843328,0.503170757,1.038190179,0,316,316,7.171597025,0.830886285,-0.748015649,-0.748015649,0.211787519,0.830993551,0,406,304.5741649,7.317064212,1.033404397,-0.677430714,-0.677430714,0.138287012,1.033773335,0,299.0612764,406,8.609002611,1.261043877,-0.761582424,-0.761582424,1.770774307,1.263063679
930,0,541,292.4775117,4.89418488,1.874312348,-0.204623795,-0.204623795,1.492459827,1.874353631,0,946,379.033759,4.831438214,1.843125613,-0.204064822,-0.204064822,1.230239249,1.843119965,0,497.3016244,311.9912478,4.914577648,1.798685799,-0.216714944,-0.216714944,0.888651735,1.79875415,0,555.4912987,357.2441738,4.841039942,1.732475783,-0.211956395,-0.211956395,2.269513488,1.732485529
931,0,799.8437592,119.1644573,4.130906831,0.867277851,-0.257609178,-0.257609178,0.520520638,0.86732584,0,316,251.9888419,4.264980633,0.815020661,-0.28651738,-0.28651738,0.320231007,0.815177934,0,586,399.4707739,4.127578942,0.872360956,-0.264981747,-0.264981747,0.230005764,0.872388324,0,388.1966998,446.0555587,4.571844247,0.864213842,-0.311236352,-0.311236352,1.07047974,0.864356896
932,0,316,312.1100125,3.262137579,0.511624024,-0.746819573,-0.746819573,0.356362282,0.538761049,0,345.2844193,410.6695416,3.449474284,0.901060722,-0.605653168,-0.605653168,0.373620734,0.919792682,0,275.9502104,361,0.798704296,0.451578437,-0.220415759,-0.220415759,0.301475689,0.505214908,0,185.3264832,271,5.135721033,0.923138408,-0.717310082,-0.717310082,1.819261167,0.982029609
933,0,428.8980994,63.48329752,2.17588407,0.132774475,-0.320563558,-0.320563558,0.092124718,0.132944021,0,271,271,2.42982797,0.259399135,-0.307751749,-0.307751749,0.06242027,0.259505258,0,406,268.7559546,2.817426478,0.381589411,-0.293185966,-0.293185966,0.032350485,0.381701702,0,586,305.7751817,2.145727338,0.137436299,-0.262554637,-0.262554637,0.559955386,0.138882333
934,0,361,261.3331959,7.259504127,1.087435587,-0.781499845,-0.781499845,0.517157291,1.087857272,0,316,255.0930269,5.392793734,0.540672484,-0.859758532,-0.859758532,0.154347936,0.54250852,0,271,271,4.864967085,0.746242555,-0.752703218,-0.752703218,0.104801968,0.747483062,0,316,268.0228092,6.177101297,0.347782972,-0.790660405,-0.790660405,1.574485689,0.352046965
935,0,311.4104096,406,6.063801527,1.165152293,-0.573169552,-0.573169552,0.810230365,1.167364065,0,308.7330386,242.2317697,3.473166995,0.261348842,-0.63772669,-0.63772669,0.265332793,0.271221011,0,316,254.9941285,4.881225253,1.235159257,-0.515236196,-0.515236196,0.37880292,1.236530384,0,258.195907,316,4.916597943,0.365845139,-0.483616581,-0.483616581,1.930037538,0.380311677
936,0,361,308.6815895,7.307646648,1.53081447,-0.757761139,-0.757761139,1.028843616,1.532418183,0,153.0352152,291.950844,7.959650997,1.799375418,-0.747462366,-0.747462366,0.753369843,1.799541493,0,271,271,7.945116458,1.490003952,-0.866358708,-0.866358708,0.282010376,1.490641907,0,361,296.4210657,9.805247008,1.335173261,-1.138584417,-1.138584417,2.195576928,1.345800988
937,0,766,247.5207919,8.203349971,0.933267229,-0.741763213,-0.741763213,0.438452832,0.93239177,0,316,249.2969142,8.942601044,1.26093812,-0.747094873,-0.747094873,0.351271838,1.261264629,0,361,304.9845894,7.818075568,1.038238873,-0.755199435,-0.755199435,0.132570489,1.038498052,0,309.6972016,262.6707693,5.801071773,0.35149507,-0.617236388,-0.617236388,1.719402977,0.35387011
938,0,361,361,4.040563269,0.346357504,-0.673268078,-0.673268078,0.133710033,0.348193279,0,270.8098302,365.6699646,4.237019972,0.544061713,-0.589835371,-0.589835371,0.088702885,0.545091987,0,541,270.0041267,5.621866414,1.152752281,-0.406884192,-0.406884192,0.14736874,1.153008761,0,271,271,5.597334317,0.385538459,-0.839880535,-0.839880535,0.805025498,0.393153838
939,0,361,361,1.889774828,0.277104949,-0.223067465,-0.223067465,0.171174441,0.277238378,0,275.6738908,250.3847153,2.144972562,0.41914786,-0.202813835,-0.202813835,0.150208696,0.419214983,0,264.7076511,293.9201571,1.653842925,0.276269503,-0.208869202,-0.208869202,0.054325605,0.276307985,0,271,323.4405615,1.820218199,0.210246352,-0.215082632,-0.215082632,0.523809499,0.211164004
940,0,233.3064566,394.4117093,7.962644637,2.297898626,-0.690540714,-0.690540714,1.161966407,2.315993587,0,458.4100155,268.5706388,8.042794104,2.235141194,-0.726210691,-0.726210691,0.770486431,2.237492973,0,361,281.2426316,7.17170856,2.441667582,-0.536784144,-0.536784144,0.837094546,2.441784434,0,271,271,7.72308107,1.870694798,-0.77925403,-0.77925403,2.530432644,1.878193895
941,0,255.0745541,282.1824418,5.323369141,1.237200795,-0.294398166,-0.294398166,0.84318678,1.237312222,0,541,257.7211273,5.968352957,1.448449427,-0.336678484,-0.336678484,0.698346233,1.448473991,0,676,370.1633661,5.715478669,1.430483107,-0.322130322,-0.322130322,0.499958273,1.430482638,0,372.7525031,59.4627396,5.800696305,1.289245628,-0.346928548,-0.346928548,1.790642236,1.289300134
942,0,361,361,4.537385928,0.339524471,-0.740294003,-0.740294003,0.270562826,0.341376399,0,406,406,5.518865493,0.652197251,-0.754022037,-0.754022037,0.151060638,0.65285122,0,316,316,4.76276962,0.741530943,-0.62634238,-0.62634238,0.106320476,0.741777762,0,406,406,5.196371724,0.413501883,-0.655518246,-0.655518246,1.49942131,0.418514201
943,0,316,316,3.192343297,0.405643743,-0.632939735,-0.632939735,0.483513485,0.414909432,0,271,271,2.527223015,0.343643947,-0.604256996,-0.604256996,0.277178386,0.353293847,0,271,271,1.572917413,0.436077287,-0.388386797,-0.388386797,0.248793759,0.447206897,0,270.9246884,388.0113686,4.118713685,1.152658149,-0.236372649,-0.236372649,2.419153852,1.184366373
944,0,346.891426,406,4.291761059,0.475123992,-0.634876766,-0.634876766,0.246543968,0.479549783,0,303.3665297,251.0869382,3.266047977,0.447244453,-0.540447236,-0.540447236,0.277788093,0.513869888,0,306.3750195,384.4012804,2.86662735,0.598988769,-0.439757998,-0.439757998,0.138633052,0.599666083,0,295.1363147,447.4619048,4.095691189,0.512278636,-0.48119099,-0.48119099,1.276827963,0.546132403
945,0,271,223.0861216,3.075157601,0.188446963,-0.575167587,-0.575167587,0.01640256,0.189154407,0,631,313.0655296,3.409560475,0.505629117,-0.317613726,-0.317613726,0.03308722,0.505767612,0,2296,427.3417782,2.572189024,0.597042699,-0.149645914,-0.149645914,0.063130182,0.596844963,0,259.1033629,292.1161736,3.609862161,0.213655924,-0.70706818,-0.70706818,0.384626186,0.221563049
946,0,406,289.7901884,2.585948522,0.91442365,-0.142631261,-0.142631261,0.685361187,0.914446064,0,406,263.8417058,2.548331404,0.946465138,-0.134983874,-0.134983874,0.579704718,0.946495565,0,631,381.3133642,2.542877322,0.771125933,-0.168956128,-0.168956128,0.280634369,0.771143965,0,580.2120043,231.8837718,2.258465265,0.598621206,-0.146578772,-0.146578772,0.991622406,0.598956055
947,0,586,347.8809129,6.38869273,0.954517488,-0.591844538,-0.591844538,0.511261313,0.954583602,0,185.3835223,271,6.172243653,0.928090004,-0.584157768,-0.584157768,0.303058171,0.932022937,0,1944.504321,311.8965629,6.369831682,0.976499848,-0.575169958,-0.575169958,0.150627398,0.976775887,0,496,247.8629008,6.518949774,1.078437066,-0.289377302,-0.289377302,1.629646895,1.078758956
948,0,316,316,4.652689146,0.420849007,-0.696981579,-0.696981579,0.31820537,0.422708166,0,211.939354,275.1332622,5.78424446,0.769685529,-0.712769211,-0.712769211,0.207540631,0.770435955,0,406,303.5515809,3.944639111,0.617537554,-0.605970283,-0.605970283,0.113505723,0.618360831,0,240.5505589,316,5.76770731,0.27241206,-0.761653051,-0.761653051,1.280527086,0.281302661
949,0,316,316,8.530153323,1.686530016,-0.754799475,-0.754799475,0.881397896,1.686606324,0,316,255.9693549,8.635942405,1.838576614,-0.724912544,-0.724912544,0.636695109,1.838739975,0,316,316,8.033918797,1.830120187,-0.682557519,-0.682557519,0.41207214,1.830339871,0,451,297.1304356,8.385284812,1.760067957,-0.718881938,-0.718881938,2.534488278,1.760426842
950,0,458.2247133,402.0600661,4.859843799,1.197441749,-0.687861503,-0.687861503,0.910777826,1.17207852,0,281.1285353,451,5.744547588,1.712125322,-0.704700741,-0.704700741,0.795204163,1.763872744,0,271,271,1.340701793,0.689112835,-0.181692641,-0.181692641,0.621946474,0.716557972,0,991.6356606,397.2021597,8.953540576,3.858820016,-0.624966907,-0.624966907,4.322488225,3.704138949
951,0,271,345.4210645,5.130067638,0.320232409,-0.82889262,-0.82889262,0.099165489,0.32045079,0,106.1411764,271,5.035846089,0.540644769,-0.661111886,-0.661111886,0.077229376,0.540930855,0,496,342.2830398,4.67492129,0.629753485,-0.533278744,-0.533278744,0.0452689,0.630050854,0,316,255.5037727,5.81201538,0.530432823,-0.801658085,-0.801658085,0.998073638,0.535443146
952,0,271,567.3908674,3.572291033,0.382496354,-0.731039472,-0.731039472,0.073255715,0.383973271,0,361,361,2.77001626,0.40702685,-0.521447748,-0.521447748,0.053635411,0.40840209,0,541,319.378174,3.244721359,0.957418489,-0.250543928,-0.250543928,0.184455613,0.956953435,0,331.9292153,271,5.559159114,0.722277869,-1.015729838,-1.015729838,0.793503804,0.745585319
953,0,316,266.0841928,3.493831329,0.736206025,-0.339430997,-0.339430997,0.437384113,0.737539414,0,271,271,3.605392878,0.829817332,-0.333032661,-0.333032661,0.317027439,0.831598638,0,406,297.4823273,3.195752547,0.721852734,-0.321027931,-0.321027931,0.173687758,0.722133551,0,285.5202114,337.4806276,3.352494884,0.67400713,-0.30765185,-0.30765185,1.148373835,0.683608545
954,0,316,316,4.61795212,0.560277804,-0.693057826,-0.693057826,0.406926741,0.563586613,0,272.6537657,496,4.609156532,0.652668364,-0.736716855,-0.736716855,0.209191959,0.65899684,0,361,361,5.984064886,1.374494878,-0.623460432,-0.623460432,0.239987115,1.375474621,0,316,316,5.60619981,0.870863734,-0.620643761,-0.620643761,1.673792766,0.878130549
955,0,62.9308764,208.2243203,8.886500975,1.646245449,-0.638212407,-0.638212407,0.555504848,1.067805658,0,271,271,0.266338542,0.002147701,2.489624354,2.489624354,0.532880055,0.002401472,0,271,271,9.350070959,1.100384144,-0.903479288,-0.903479288,0.128804978,1.100552892,0,959.6210323,253.6070414,9.224779488,1.032254344,-0.848211744,-0.848211744,2.189711451,1.032461487
956,0,173.7690553,369.1118578,4.62674203,0.400012801,-0.74902338,-0.74902338,0.06017459,0.400191795,0,406,292.8603464,4.756518842,0.537524522,-0.602793862,-0.602793862,0.036879259,0.537648256,0,619.5461039,359.2893878,5.008627633,1.085442538,-0.315424914,-0.315424914,0.112695596,1.085481856,0,271,278.144562,6.128683063,0.557699131,-0.996798601,-0.996798601,0.577736141,0.561721997
