tree.number.20,median.shifts.20,ESS.shifts.20,ESS.logLik.20,root.lambda.mean.20,root.mu.mean.20,root.lambda.decay.20,root.mu.decay.20,tip.lambda.mean.20,tip.mu.mean.20,median.shifts.50,ESS.shifts.50,ESS.logLik.50,root.lambda.mean.50,root.mu.mean.50,root.lambda.decay.50,root.mu.decay.50,tip.lambda.mean.50,tip.mu.mean.50,median.shifts.80,ESS.shifts.80,ESS.logLik.80,root.lambda.mean.80,root.mu.mean.80,root.lambda.decay.80,root.mu.decay.80,tip.lambda.mean.80,tip.mu.mean.80,median.shifts.s20,ESS.shifts.s20,ESS.logLik.s20,root.lambda.mean.s20,root.mu.mean.s20,root.lambda.decay.s20,root.mu.decay.s20,tip.lambda.mean.s20,tip.mu.mean.s20
64,0,361,291.7720185,6.100488698,1.31736464,-0.532583097,-0.532583097,0.672416768,1.317542611,0,253.5428186,308.2420467,5.248282872,1.119962775,-0.505064565,-0.505064565,0.438704075,1.122626388,0,271,271,5.684825498,1.217118583,-0.514133476,-0.514133476,0.251965617,1.218261682,0,361,266.137386,5.856740166,1.119087336,-0.552043551,-0.552043551,1.733380011,1.121958102
65,0,316,316,5.424156582,1.446563063,-0.369285215,-0.369285215,0.997347639,1.446652519,0,271,271,5.059111808,1.216309974,-0.39244883,-0.39244883,0.614453471,1.216369706,0,316,316,5.068539462,1.474363066,-0.338662399,-0.338662399,0.555917463,1.474401048,0,316,316,5.518191741,1.046793348,-0.434554177,-0.434554177,1.745952046,1.048752958
66,0,271,271,2.354145579,0.274046047,-0.444163945,-0.444163945,0.334275996,0.276946513,0,316,303.7359948,3.679503848,0.955113338,-0.423995117,-0.423995117,0.388582725,0.958072788,0,451,243.7543182,2.371781681,0.757453705,-0.299669132,-0.299669132,0.306692577,0.761993807,0,316,316,5.478431193,1.794416847,-0.486335606,-0.486335606,1.75947649,1.801769522
67,0,316,316,3.823277816,0.226853441,-0.758410199,-0.758410199,0.040024344,0.227838913,0,316,316,4.16786288,0.482004422,-0.548005509,-0.548005509,0.036930911,0.482300101,0,268.4027535,363.2860195,3.768239415,0.788991942,-0.281097716,-0.281097716,0.080513728,0.788989549,0,401.8977822,218.2199454,4.854120285,0.485006208,-0.802365811,-0.802365811,0.867977688,0.552671886
68,0,271,331.0406785,2.454243144,0.223571484,-0.515422867,-0.515422867,0.167608763,0.228295622,0,271,271,2.017481225,0.21182671,-0.501537133,-0.501537133,0.069094324,0.214756963,0,234.4367524,361,1.585460496,0.351243107,-0.341557972,-0.341557972,0.07544676,0.355256557,0,378.6115115,263.9733015,3.558281509,0.488842097,-0.541004859,-0.541004859,1.00877462,0.497585196
69,0,361,250.4708036,5.724884681,0.111614742,-0.808101025,-0.808101025,0.001200678,0.111695693,0,2926,259.2518676,4.190767591,0.33655488,-0.359931551,-0.359931551,0.003269483,0.336572372,0,4501,93.05683106,2.939551637,0.42644881,-0.150721148,-0.150721148,0.009470394,0.426451381,0,388.5796274,181.8516214,5.975692667,0.160891733,-0.858891692,-0.858891692,0.489516236,0.165652788
70,0,235.6922909,268.1920596,6.947423956,1.781005728,-0.656478313,-0.656478313,0.888522392,1.781204745,0,361,262.5919287,5.892668061,1.271059546,-0.686274044,-0.686274044,0.428202678,1.271731584,0,256.5864291,316,5.853829842,1.449104566,-0.60949107,-0.60949107,0.339705332,1.449643458,0,316,316,9.106339968,1.857805597,-1.018270272,-1.018270272,1.959199191,1.859270711
71,0,496,402.5219048,5.204426673,0.512901514,-0.659732946,-0.659732946,0.351630478,0.513119724,0,271,271,6.465413911,0.81060931,-0.684221232,-0.684221232,0.218678907,0.811060457,0,305.2919074,275.1062496,5.88501569,1.057646628,-0.554246744,-0.554246744,0.19338733,1.058908091,0,502.815279,382.6813178,5.914957871,0.736461054,-0.59967592,-0.59967592,1.616953398,0.740129064
72,0,318.4696952,268.9489623,5.255983759,1.612800689,-0.681035172,-0.681035172,1.581993494,1.878765847,0,292.5072194,361,3.409860845,1.185143661,-0.431643952,-0.431643952,0.97008157,1.20139211,0,271,282.4007021,2.068195989,0.539613088,-0.403579994,-0.403579994,0.489369117,0.555067071,0,361,361,7.498084017,1.340619763,-0.99627549,-0.99627549,2.797239124,1.381118925
73,0,361,361,9.800788338,1.872859668,-0.891540706,-0.891540706,0.9453778,1.873018997,0,361,361,9.403514294,1.605919252,-0.933153432,-0.933153432,0.468489279,1.605945082,0,406,272.1074032,10.57310355,1.99732665,-0.891977367,-0.891977367,0.337361091,1.998958768,0,271,271,8.708739742,0.892236224,-1.007700192,-1.007700192,2.102766498,0.895870698
74,0,271,271,1.885279041,0.05080092,-0.327454638,-0.327454638,0.025593146,0.051167069,0,271,271,2.114933395,0.155606286,-0.283553923,-0.283553923,0.014244502,0.155732806,0,1216,285.5791166,2.24389449,0.393989864,-0.163963759,-0.163963759,0.036463575,0.394064102,0,267.8710782,316,2.064383051,0.144749785,-0.282437073,-0.282437073,0.383345983,0.148034429
75,0,290.7063235,641.5008925,3.015689207,0.480922188,-0.717812298,-0.717812298,0.285950154,0.471774245,0,316,316,2.159901544,0.42443794,-0.586480839,-0.586480839,0.195260495,0.4436041,0,361,450.6887966,0.739819886,0.280095889,-0.306162499,-0.306162499,0.139844697,0.290078057,0,271,271,4.972321823,1.595999918,-0.477250869,-0.477250869,2.110844957,1.67972477
76,0,361,259.0813885,5.604440388,0.124060952,-0.88572756,-0.88572756,0.003656778,0.124111493,0,1216,259.4280533,5.425821094,0.242790913,-0.664541591,-0.664541591,0.000611856,0.242822773,0,4501,155.5682308,3.796371911,0.440873498,-0.271785232,-0.271785232,0.005088741,0.44089615,0,296.6924901,230.6932436,7.740317375,0.612852737,-0.940354024,-0.940354024,0.570571702,0.613132307
77,0,170.8589541,271,3.606393229,0.946006493,-0.579222612,-0.579222612,0.644454868,0.95256691,0,316,316,2.540367911,0.68405892,-0.495731343,-0.495731343,0.404477475,0.684487468,0,336.9025176,305.6396391,0.503706376,0.312368959,-0.255759009,-0.255759009,0.177476835,0.33879821,0,326.4604136,388.0824546,5.224575248,1.679669617,-0.77302779,-0.77302779,1.423982189,0.748183524
78,0,361,309.3650844,4.623762992,0.858831385,-0.37234469,-0.37234469,0.515903659,0.85917655,0,313.2256087,321.4506415,5.251856158,1.309292717,-0.318367727,-0.318367727,0.595767154,1.309522761,0,271,271,2.91413514,0.683544763,-0.315215221,-0.315215221,0.222640083,0.684098797,0,451,384.5726746,3.173691605,0.697817489,-0.179832032,-0.179832032,1.553992121,0.699882928
79,0,361,361,3.708860499,0.348214926,-0.758863064,-0.758863064,0.175915837,0.351034041,0,361,361,4.054033823,0.586515658,-0.709950283,-0.709950283,0.114381987,0.590694704,0,271,342.3600224,3.645783742,0.885267878,-0.496043782,-0.496043782,0.131088455,0.886216213,0,277.7574976,442.3465736,6.758557517,1.655134337,-0.772987493,-0.772987493,1.916955184,1.696390744
80,0,406,406,6.029213645,1.281084032,-0.568206904,-0.568206904,0.839183658,1.281549784,0,496,496,6.801405766,1.708931643,-0.529946917,-0.529946917,0.751937217,1.709051008,0,337.2998449,299.4503614,6.774025388,1.785848665,-0.512840882,-0.512840882,0.519768747,1.788780737,0,496,162.1875154,6.831116351,1.635651355,-0.578983127,-0.578983127,2.233900755,1.636925425
81,0,316,316,4.603099177,0.361724391,-0.703138709,-0.703138709,0.21313537,0.362829547,0,288.6851927,296.4112736,4.408720886,0.328382229,-0.75199546,-0.75199546,0.070055599,0.329599662,0,316,316,5.155214589,0.734701168,-0.599942066,-0.599942066,0.072722718,0.735751398,0,316,233.3117888,6.023022342,0.731055777,-0.715281288,-0.715281288,1.235432042,0.741629374
82,0,271,271,1.645854705,0.227447139,-0.447462911,-0.447462911,0.068197898,0.229986525,0,316,250.152563,1.170581509,0.247998178,-0.26430613,-0.26430613,0.05143698,0.250311016,0,350.1274301,299.7656176,1.00870991,0.294756272,-0.135492222,-0.135492222,0.059123441,0.295449871,0,271,271,2.830183018,0.935793512,-0.42319824,-0.42319824,1.126331862,0.973051138
83,0,316,259.7305907,2.057546076,0.102982414,-0.47496944,-0.47496944,0.038858529,0.103521055,0,361,342.8119215,2.439501562,0.259488998,-0.410010463,-0.410010463,0.021268563,0.260163686,0,856,407.0888371,2.580629859,0.618891265,-0.197994989,-0.197994989,0.087810101,0.618797185,0,271,271,2.868356679,0.32643263,-0.484342011,-0.484342011,0.554380894,0.33008332
84,0,271,271,4.772700923,0.522392038,-0.707994103,-0.707994103,0.507496299,0.524391433,0,181.575638,569.3807337,6.342614911,1.121561435,-0.723622277,-0.723622277,0.385305908,1.129494738,0,586,355.9956367,6.133785461,1.507487352,-0.581590514,-0.581590514,0.371447992,1.508720776,0,361,269.079626,7.981935873,1.964188127,-0.640137483,-0.640137483,2.644975188,1.970910271
85,0,445.3619505,248.8358631,8.684281434,1.224687427,-0.703150349,-0.703150349,0.639376229,1.224749196,0,372.1473332,249.0883054,9.102788405,1.336470071,-0.701331313,-0.701331313,0.414731457,1.340476615,0,406,165.6437239,8.912759483,1.299327759,-0.696763399,-0.696763399,0.201113884,1.299376988,0,406,288.1824025,8.058481823,0.995676031,-0.310633488,-0.310633488,2.000846014,0.995959054
86,0,2454.150877,312.6163302,5.25419947,0.202609474,-0.582286584,-0.582286584,0.000386808,0.202622335,0,4221.29415,48.14662506,2.964318687,0.301654546,-0.198842287,-0.198842287,0.001965148,0.301660534,0,4501,61.53975686,1.9558581,0.182086595,-0.121490906,-0.121490906,0.000185387,0.182085977,0,316,316,0.438040234,0.007404813,1.949325538,1.949325538,0.875281623,0.008220562
87,0,4501,104.2903668,1.028530079,0.189055156,-0.048020309,-0.048020309,0.009781988,0.189053041,0,4501,123.3907947,1.030742328,0.185202575,-0.048998268,-0.048998268,0.008846641,0.185195774,0,4501,212.7145413,1.037245331,0.186337947,-0.048865231,-0.048865231,0.008751027,0.186338063,0,277.2988804,264.665068,1.794732351,0.16112705,-0.384817259,-0.384817259,0.222827899,0.164242345
88,0,406,278.0276852,4.556834951,0.990065355,-0.454533562,-0.454533562,0.763454268,0.990427136,0,271,271,5.025914649,1.089479295,-0.504035472,-0.504035472,0.473306502,1.089853115,0,496,292.8039514,4.563393044,1.205008992,-0.438296371,-0.438296371,0.390049491,1.205383945,0,361,361,4.092841452,0.692162075,-0.352293125,-0.352293125,1.8302577,0.69765136
89,0,361,270.4972333,5.52775615,1.404438296,-0.442250501,-0.442250501,0.783379202,1.40444529,0,316,296.2220021,4.711932247,0.995099038,-0.464831168,-0.464831168,0.400661809,0.99537548,0,265.4160549,420.0849372,4.48801379,1.041317252,-0.425623143,-0.425623143,0.277705489,1.041911646,0,307.3740108,296.3174429,4.248343793,0.832089297,-0.388581422,-0.388581422,1.649866215,0.83353629
90,0,236.2682176,180.3636013,4.665536084,0.728541917,-0.443911297,-0.443911297,0.351647646,0.729733836,0,2161,236.7628663,4.415083266,0.603856875,-0.424657771,-0.424657771,0.173215474,0.603935505,0,357.4719968,348.2502856,4.625243481,0.774877166,-0.418555213,-0.418555213,0.121472889,0.774893968,0,361,249.8848801,5.12603759,0.788347845,-0.495331097,-0.495331097,1.113190354,0.788543072
91,0,586,319.0401836,3.855821655,1.452317084,-0.191111352,-0.191111352,1.139467577,1.452391766,0,586,304.468207,3.842419232,1.372995679,-0.202966271,-0.202966271,0.844765181,1.372997337,0,420.4443582,296.8275795,3.774792903,1.431792647,-0.188067528,-0.188067528,0.730130798,1.431876833,0,721,348.7339001,4.553973564,1.630507297,-0.227469944,-0.227469944,1.912406288,1.630554817
92,0,361,253.8948338,9.091126482,1.621277019,-0.963136028,-0.963136028,0.849236097,1.621723157,0,316,217.9862347,8.832476867,1.556874218,-0.952308446,-0.952308446,0.485690908,1.557066172,0,271,271,8.42436797,1.767591347,-0.844163103,-0.844163103,0.370417318,1.76943297,0,361,275.9844616,12.60540573,2.610523715,-1.203944762,-1.203944762,2.926854967,2.613323421
93,0,235.0305341,721,3.820648266,0.386142514,-0.73475354,-0.73475354,0.201454909,0.387932967,0,271,271,2.971779967,0.410935331,-0.624989531,-0.624989531,0.123050421,0.413645952,0,316,316,1.552287434,0.2996433,-0.394321049,-0.394321049,0.104191461,0.30382263,0,316,316,4.552076582,0.765263172,-0.682497774,-0.682497774,1.303431854,0.773557809
94,0,399.4748561,376.4291183,6.369138743,1.240309978,-0.603372847,-0.603372847,0.706763382,1.242384064,0,316,316,6.538885854,1.737387585,-0.495976975,-0.495976975,0.728093344,1.737390443,0,676,266.7140223,5.358056169,1.582676086,-0.426983194,-0.426983194,0.52672826,1.583269361,0,328.0912848,270.2649095,5.25490269,1.242117749,-0.427979567,-0.427979567,2.403292601,1.346921197
95,0,271,271,3.620372989,0.62478596,-0.429089328,-0.429089328,0.22712299,0.626258023,0,271,271,3.952826531,0.741803015,-0.401038432,-0.401038432,0.151246626,0.741786761,0,271,271,2.267330952,0.551917418,-0.284016956,-0.284016956,0.121314458,0.553255505,0,451,336.391427,3.458210377,0.34463808,-0.537873388,-0.537873388,0.616741866,0.356161293
96,0,631,340.3656545,8.439907338,1.398836458,-0.657882788,-0.657882788,0.744990724,1.398883445,0,158.3155003,271,7.452929568,1.087439873,-0.668714941,-0.668714941,0.413231981,1.087557773,0,361,280.3693212,8.028270776,1.247451028,-0.66722041,-0.66722041,0.239319971,1.247598422,0,406,301.1898827,9.000685369,1.456520547,-0.697436103,-0.697436103,2.110699794,1.457090802
97,0,243.7674367,361,3.768181496,0.949763679,-0.292845269,-0.292845269,0.604293093,0.949885937,0,337.501312,277.9245277,3.611120419,0.763125209,-0.328886433,-0.328886433,0.323722027,0.763592028,0,196.2025007,271,3.103867601,0.667629613,-0.317298753,-0.317298753,0.18529457,0.667818314,0,406,339.3339193,4.087230714,1.074209675,-0.302418148,-0.302418148,1.367145114,1.074271093
98,0,271,271,2.97979048,0.672901096,-0.246626775,-0.246626775,0.37956024,0.672921449,0,361,370.506831,2.978194155,0.730703942,-0.231340507,-0.231340507,0.285572121,0.730944204,0,631,386.4238887,2.752047369,0.510991773,-0.270045136,-0.270045136,0.095704792,0.511103117,0,316,316,3.139303671,0.581767575,-0.293081782,-0.293081782,0.789386326,0.582167757
99,0,316,316,3.330706854,0.96294255,-0.579241626,-0.579241626,0.887055489,0.990526264,0,296.2908377,361,1.912406235,0.815854662,-0.287976448,-0.287976448,0.745832556,0.84300195,0,0,3778.688035,0.032,0.005,-0.022394576,-0.022394576,0.031104569,0.005,0,255.3443718,284.9301874,8.566194266,3.021174576,-1.263738885,-1.263738885,3.165150127,3.086988504
100,0,316,262.0497089,3.036590677,0.599487416,-0.45979857,-0.45979857,0.417845786,0.601793796,0,271,226.0321901,2.752508804,0.514608556,-0.517992638,-0.517992638,0.186171764,0.518410728,0,316,264.0621027,3.443581734,1.016990204,-0.355500927,-0.355500927,0.346255901,1.023216609,0,269.3559579,247.0714504,9.377908283,3.028807986,-0.725980283,-0.725980283,1.968325886,3.036463477
101,0,496,434.0745362,2.476832688,0.794877362,-0.206328478,-0.206328478,1.089041304,0.805147408,0,281.8633841,271,2.132038096,0.917715042,-0.143587693,-0.143587693,0.978831925,0.93204217,0,322.9268238,371.1879094,0.91682353,0.317440997,-0.270592005,-0.270592005,0.239505162,0.332468768,0,361,361,3.17395544,1.975792587,0.388827255,0.388827255,3.729908053,2.012264266
102,0,235.9870392,406,10.26248012,2.39723398,-0.795412549,-0.795412549,1.197776214,2.397840829,0,248.7002156,245.5090282,10.13021385,2.562632133,-0.721363025,-0.721363025,1.017006788,2.562726817,0,271,271,8.070719889,2.48405228,-0.576964867,-0.576964867,0.876715611,2.487216989,0,316,316,7.312282595,0.579395929,-0.751622292,-0.751622292,2.49252593,0.585264212
103,0,299.8657161,344.185573,7.064319286,0.764285764,-0.899106515,-0.899106515,0.380731965,0.764677109,0,271,271,6.567038339,0.619034279,-0.947480694,-0.947480694,0.144010044,0.619481471,0,250.0094152,469.6493629,6.759871804,0.859521361,-0.856045158,-0.856045158,0.087472116,0.859905695,0,377.0336904,451,6.897222683,0.703106468,-0.843766109,-0.843766109,1.723565502,0.70574533
104,0,316,316,5.202921076,0.219098643,-0.82327157,-0.82327157,0.032213924,0.219270152,0,180.0215732,586,5.068588294,0.250728287,-0.763765626,-0.763765626,0.006991609,0.25068856,0,1260.257278,243.3371836,4.690547807,0.462481078,-0.493980392,-0.493980392,0.007779398,0.46257339,0,946,553.127691,5.852091998,0.251625321,-0.892016891,-0.892016891,0.559961002,0.25230431
105,0,361,303.9391697,7.040519391,1.057030177,-0.642571338,-0.642571338,0.660260436,1.057061826,0,316,316,7.880579177,1.271433434,-0.658347142,-0.658347142,0.442437003,1.271432928,0,248.8769393,451.8025062,8.533238621,1.583990049,-0.62947885,-0.62947885,0.322580071,1.584387181,0,353.8343628,301.1181959,7.699502902,1.209638831,-0.633146229,-0.633146229,2.108039717,1.212172531
106,0,496,279.0046173,2.772343589,0.827410252,-0.186562244,-0.186562244,0.541295906,0.827689685,0,189.0709364,271,2.635611033,0.714799232,-0.196914635,-0.196914635,0.333095431,0.714917208,0,361,309.3643619,2.218722632,0.608884313,-0.195131953,-0.195131953,0.188249121,0.609054365,0,316,227.3185781,2.678099608,0.80061328,-0.175875226,-0.175875226,1.108562253,0.80087139
107,0,316,316,5.423982987,1.148531796,-0.903207132,-0.903207132,0.594985793,1.152205569,0,271,271,3.321503919,0.899343157,-0.626326728,-0.626326728,0.483575022,0.916173917,0,284.9841822,361,1.000081385,0.438498695,-0.321760875,-0.321760875,0.286894779,0.470706477,0,271,226.0055696,6.828812546,1.814052591,-0.697518815,-0.697518815,2.720340313,1.837750444
108,0,316,316,2.096955589,0.646619302,-0.242091652,-0.242091652,0.830821528,0.655739553,0,308.148238,250.6016854,4.667758621,2.579451035,-0.221724751,-0.221724751,1.805559965,2.58582937,0,382.7404436,341.763932,1.205668767,0.389597268,-0.255079573,-0.255079573,0.322716016,0.40089068,0,271,271,4.648997491,3.322642317,0.127885221,0.127885221,4.222727795,3.349799683
109,0,316,278.4141049,9.306765791,2.273028101,-0.75578825,-0.75578825,1.247441261,2.273965076,0,271,271,9.706583875,1.869378513,-0.886626815,-0.886626815,0.601889791,1.870197589,0,258.1703106,260.6498995,8.650705014,2.17276318,-0.726716393,-0.726716393,0.527422911,2.174062966,0,361,361,7.322195346,0.847500932,-0.726729375,-0.726729375,2.63998747,0.855560033
110,0,406,366.5368738,6.429351108,0.398819517,-0.905962303,-0.905962303,0.169726553,0.399538179,0,289.7215309,295.1345777,6.351875319,0.324865213,-0.967126986,-0.967126986,0.043004164,0.32560015,0,496,266.9474372,7.12146121,0.703006446,-0.763934758,-0.763934758,0.034876689,0.703210083,0,316,267.3557662,6.857181962,0.66003104,-0.793866272,-0.793866272,1.477744812,0.662895565
111,0,377.3415373,246.7697829,7.372106794,1.356435601,-0.779523065,-0.779523065,0.917609769,1.358305835,0,241.9331859,406,7.848490222,1.40658798,-0.858129032,-0.858129032,0.489739647,1.411068211,0,361,322.4609404,8.411854072,2.211591042,-0.661273183,-0.661273183,0.644338189,2.212906874,0,271,271,6.824985978,1.081603665,-0.647194601,-0.647194601,2.717560854,1.090659401
112,0,271,271,3.19369338,0.661865189,-0.570839449,-0.570839449,0.745223592,0.680285802,0,496,341.1025835,4.934389171,2.208821362,-0.373860019,-0.373860019,1.49726721,2.25788786,0,271,271,1.602997491,0.729298518,-0.217857499,-0.217857499,0.615151544,0.755915373,0,299.4990957,451,5.495308492,1.257642305,-0.56224211,-0.56224211,2.467865784,1.237509621
113,0,361,301.1217388,9.032642521,1.404547327,-0.939244512,-0.939244512,0.707706675,1.40456154,0,228.9362113,309.3610212,9.198814598,1.58965982,-0.908119784,-0.908119784,0.458262385,1.589660191,0,496,387.7712176,8.987773488,1.480788494,-0.911432671,-0.911432671,0.219773083,1.481044446,0,305.1163417,361,8.635999141,1.092754928,-0.916139136,-0.916139136,2.243670874,1.094626477
114,0,290.4062809,288.1436601,7.79657069,0.972669568,-0.7758922,-0.7758922,0.515994028,0.973105449,0,287.9959956,160.7832087,8.002535217,1.130641163,-0.726760724,-0.726760724,0.339869992,1.13075369,0,425.9609314,407.4891384,8.025208811,1.083980287,-0.750060312,-0.750060312,0.144737622,1.084138271,0,158.2439079,271,11.1376307,1.921526118,-0.901688144,-0.901688144,2.045793991,1.921950928
115,0,496,422.4740307,5.675008024,0.507384623,-0.690066875,-0.690066875,0.198330162,0.507648959,0,316,316,5.417807911,0.334368991,-0.761771886,-0.761771886,0.046862726,0.334483912,0,316,258.9868912,5.231732563,0.432620921,-0.693013506,-0.693013506,0.016317787,0.432671137,0,406,341.0908253,6.172889089,0.477562786,-0.756167722,-0.756167722,1.031874643,0.478285901
116,0,271,271,4.068566347,0.349936707,-0.813192852,-0.813192852,0.121792179,0.353001101,0,240.3793033,316,4.206203165,0.558942519,-0.702233092,-0.702233092,0.077150964,0.560859488,0,271,271,1.613580804,0.420750974,-0.33528948,-0.33528948,0.094945798,0.420892862,0,278.360521,299.3014114,5.727714978,0.71183334,-0.852376722,-0.852376722,1.322771984,0.752321891
117,0,146.1609205,361,5.363058338,0.444530047,-0.790030036,-0.790030036,0.322459985,0.444858073,0,280.9088469,451,6.324040133,0.668290608,-0.841617922,-0.841617922,0.16739783,0.669927582,0,496,220.2129228,6.875140746,1.121070315,-0.686678284,-0.686678284,0.162583314,1.121104491,0,316,262.007779,7.809748924,1.33321314,-0.786762095,-0.786762095,1.817829281,1.335082299
118,0,190.8816774,271,6.671294524,0.865914736,-0.667372295,-0.667372295,0.403013748,0.865971292,0,361,273.5421201,6.594271717,0.910959382,-0.650129593,-0.650129593,0.246716911,0.910996309,0,514.4841966,430.39966,6.278582935,0.953738925,-0.608259913,-0.608259913,0.133531999,0.95382294,0,584.8073478,345.8989187,6.330335547,1.014690073,-0.598798962,-0.598798962,1.691378262,1.015171821
119,0,271,271,6.760180775,1.826241675,-0.599775923,-0.599775923,1.043164492,1.826356596,0,224.8251071,237.0270609,7.2592083,2.133704936,-0.576593643,-0.576593643,0.88202431,2.134616696,0,316,316,4.163514462,1.000767883,-0.594915225,-0.594915225,0.289431974,1.006530008,0,271,200.9637204,5.702518339,1.25813784,-0.427334317,-0.427334317,2.688864725,1.261598803
120,0,316,316,3.933063956,0.25051259,-0.886028987,-0.886028987,0.04316641,0.251204476,0,271,271,4.479117085,0.544271004,-0.656656277,-0.656656277,0.042781638,0.545219603,0,406,304.1976531,4.176752094,0.83497103,-0.374833456,-0.374833456,0.08035698,0.835575686,0,316,316,4.729451392,0.514111229,-0.892993759,-0.892993759,0.77594103,0.520037276
121,0,271,271,2.359364539,0.298740486,-0.37501986,-0.37501986,0.280391178,0.299622784,0,264.7076511,361,3.339297812,0.608915298,-0.410479211,-0.410479211,0.205910964,0.608968382,0,195.5694745,271,3.243640657,0.682252988,-0.378372506,-0.378372506,0.131565981,0.682570085,0,406,406,2.960297611,0.320731143,-0.381161305,-0.381161305,0.952990985,0.324243697
122,0,352.2520547,265.4209417,3.574489917,0.382648516,-0.631928529,-0.631928529,0.065947754,0.38359247,0,406,308.4762439,3.286430995,0.52105457,-0.435954401,-0.435954401,0.054928383,0.52167946,0,769.4191141,393.1215405,3.391795151,0.905617914,-0.206857019,-0.206857019,0.140880908,0.905571638,0,271.9157817,306.2743498,3.88713197,0.451513947,-0.662218412,-0.662218412,0.892755186,0.483500184
